trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_MT5_HISTORY_00001,synthetic_mt5_history,XAUUSD,5m,BUY,support_resistance,london,bearish,medium,2.62,9.39,1.12,89,1,0,0,0,tweezer_bottom,bullish,80,neutral,mt5_history,2026-01-01 09:17:00,2026-01-01 10:47:00,2311.77,2310.84,2312.28,2312.8,2312.8,win,1.12,"Synthetic ML row: support_resistance | tweezer_bottom | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00062,synthetic_mt5_history,USDJPY,1h,BUY,range_rejection,overlap,bullish,low,1.56,13.16,2.07,70,1,1,0,0,three_white_soldiers,bullish,80,usd_bearish,mt5_history,2026-01-02 00:58:00,2026-01-02 01:13:00,155.861,155.721,156.006,156.151,156.214,win,2.52,"Synthetic ML row: range_rejection | three_white_soldiers | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00063,synthetic_mt5_history,EURUSD,5m,SELL,support_resistance,asia,bearish,low,1.21,7.44,2.58,92,0,1,0,0,morning_star,bullish,80,neutral,mt5_history,2026-01-02 00:59:00,2026-01-02 01:29:00,1.11052,1.11143,1.10934,1.10816,1.10949,win,1.12,"Synthetic ML row: support_resistance | morning_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00064,synthetic_mt5_history,GBPUSD,15m,SELL,fvg_retest,new_york,bullish,high,1.67,21.31,1.79,72,1,0,1,0,dark_cloud_cover,bearish,69,usd_bullish,mt5_history,2026-01-02 01:22:00,2026-01-02 02:07:00,1.25678,1.25908,1.25473,1.25268,1.25012,win,2.91,"Synthetic ML row: fvg_retest | dark_cloud_cover | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00065,synthetic_mt5_history,EURUSD,1h,SELL,trend_follow,london,bullish,low,1.64,9.42,0.84,86,1,1,0,0,hanging_man,bearish,27,neutral,mt5_history,2026-01-02 01:27:00,2026-01-02 03:27:00,1.06217,1.06287,1.06187,1.06158,1.06,win,3.09,"Synthetic ML row: trend_follow | hanging_man | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00066,synthetic_mt5_history,EURUSD,1h,BUY,liquidity_sweep,new_york,sideways,medium,1.33,5.26,1.24,61,1,1,0,1,dark_cloud_cover,bearish,46,usd_bullish,mt5_history,2026-01-02 01:52:00,2026-01-02 05:52:00,1.07611,1.0756,1.07643,1.07675,1.07548,loss,-1.24,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00067,synthetic_mt5_history,GBPUSD,30m,BUY,order_block_retest,london,bullish,medium,1.31,20.21,2.39,48,1,1,0,1,inside_bar,neutral,75,neutral,mt5_history,2026-01-02 01:56:00,2026-01-02 02:56:00,1.25621,1.25383,1.25906,1.26191,1.25378,loss,-1.02,"Synthetic ML row: order_block_retest | inside_bar | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00068,synthetic_mt5_history,GBPUSD,1h,SELL,range_rejection,overlap,sideways,high,1.15,19.6,1.53,67,0,1,0,0,piercing_line,bullish,90,neutral,mt5_history,2026-01-02 02:26:00,2026-01-02 06:26:00,1.25326,1.25597,1.25119,1.24911,1.25532,loss,-0.76,"Synthetic ML row: range_rejection | piercing_line | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00069,synthetic_mt5_history,GBPUSD,15m,SELL,support_resistance,asia,high_volatility,high,0.94,22.02,2.11,84,1,1,1,0,piercing_line,bullish,92,neutral,mt5_history,2026-01-02 02:34:00,2026-01-02 04:34:00,1.30304,1.30442,1.30159,1.30013,1.29961,win,2.49,"Synthetic ML row: support_resistance | piercing_line | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00070,synthetic_mt5_history,XAUUSD,30m,SELL,reversal,new_york,sideways,low,2.09,12.65,3.95,83,1,0,1,0,marubozu_bullish,bullish,59,usd_bullish,mt5_history,2026-01-02 02:53:00,2026-01-02 06:53:00,2407.38,2409.0,2404.2,2401.01,2405.05,win,1.45,"Synthetic ML row: reversal | marubozu_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00071,synthetic_mt5_history,BTCUSD,30m,SELL,liquidity_sweep,new_york,sideways,high,35.88,522.06,2.97,89,0,1,0,0,pin_bar_bullish,bullish,28,neutral,mt5_history,2026-01-02 02:51:00,2026-01-02 04:51:00,63935.21,64275.48,63429.9,62924.6,63281.89,win,1.92,"Synthetic ML row: liquidity_sweep | pin_bar_bullish | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00072,synthetic_mt5_history,USDJPY,15m,SELL,fvg_retest,overlap,sideways,medium,0.8,16.51,2.64,62,1,1,1,0,doji,neutral,35,usd_bullish,mt5_history,2026-01-02 03:04:00,2026-01-02 06:04:00,159.391,159.54,159.194,158.997,159.158,win,1.56,"Synthetic ML row: fvg_retest | doji | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00073,synthetic_mt5_history,EURUSD,5m,SELL,trend_follow,new_york,bearish,low,1.06,5.53,2.73,85,0,0,0,1,marubozu_bullish,bullish,69,usd_bullish,mt5_history,2026-01-02 03:26:00,2026-01-02 05:26:00,1.10165,1.10208,1.10107,1.10048,1.10115,win,1.17,"Synthetic ML row: trend_follow | marubozu_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00074,synthetic_mt5_history,USDJPY,1h,BUY,range_rejection,asia,high_volatility,low,1.78,16.68,3.46,68,0,0,0,1,three_black_crows,bearish,50,usd_bearish,mt5_history,2026-01-02 03:38:00,2026-01-02 04:08:00,153.143,152.986,153.414,153.685,153.022,loss,-0.77,"Synthetic ML row: range_rejection | three_black_crows | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00075,synthetic_mt5_history,BTCUSD,5m,SELL,reversal,new_york,bearish,medium,13.37,1036.29,3.75,83,1,0,1,0,bullish_engulfing,bullish,32,usd_bearish,mt5_history,2026-01-02 04:07:00,2026-01-02 06:07:00,65862.3,67165.13,63419.5,60976.7,65901.39,breakeven,-0.03,"Synthetic ML row: reversal | bullish_engulfing | new_york | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00076,synthetic_mt5_history,BTCUSD,15m,BUY,trend_follow,overlap,bearish,medium,68.29,707.57,2.58,47,1,1,0,1,harami_bullish,bullish,37,usd_bearish,mt5_history,2026-01-02 04:20:00,2026-01-02 05:05:00,63273.02,62639.43,64090.34,64907.67,63608.82,win,0.53,"Synthetic ML row: trend_follow | harami_bullish | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00077,synthetic_mt5_history,EURUSD,30m,SELL,reversal,london,bullish,high,0.98,9.92,1.39,84,0,0,0,0,none,neutral,0,usd_bullish,mt5_history,2026-01-02 04:17:00,2026-01-02 05:17:00,1.09456,1.09536,1.09401,1.09346,1.09538,loss,-1.03,"Synthetic ML row: reversal | none | london | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00078,synthetic_mt5_history,BTCUSD,15m,SELL,reversal,overlap,bullish,low,22.0,763.77,3.84,74,1,1,0,0,harami_bullish,bullish,86,neutral,mt5_history,2026-01-02 04:59:00,2026-01-02 08:59:00,63883.15,64440.23,62813.57,61743.98,63181.24,win,1.26,"Synthetic ML row: reversal | harami_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00079,synthetic_mt5_history,XAUUSD,15m,SELL,support_resistance,new_york,bullish,low,1.73,16.7,1.5,74,0,1,0,0,pin_bar_bullish,bullish,44,usd_bearish,mt5_history,2026-01-02 05:00:00,2026-01-02 05:15:00,2341.83,2343.22,2340.79,2339.74,2338.99,win,2.04,"Synthetic ML row: support_resistance | pin_bar_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00080,synthetic_mt5_history,BTCUSD,30m,BUY,liquidity_sweep,overlap,bullish,low,66.87,406.24,2.38,84,0,1,1,0,bullish_engulfing,bullish,47,usd_bullish,mt5_history,2026-01-02 05:28:00,2026-01-02 05:43:00,63713.39,63366.88,64125.74,64538.09,63370.35,loss,-0.99,"Synthetic ML row: liquidity_sweep | bullish_engulfing | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00081,synthetic_mt5_history,USDJPY,1h,SELL,liquidity_sweep,asia,bullish,medium,1.09,16.01,2.52,91,0,1,1,0,inverted_hammer,bullish,51,usd_bullish,mt5_history,2026-01-02 05:41:00,2026-01-02 06:26:00,155.698,155.803,155.565,155.433,155.689,breakeven,0.08,"Synthetic ML row: liquidity_sweep | inverted_hammer | asia | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00082,synthetic_mt5_history,GBPUSD,15m,BUY,order_block_retest,london,bullish,low,0.95,20.53,1.36,94,0,0,1,1,evening_star,bearish,44,neutral,mt5_history,2026-01-02 05:51:00,2026-01-02 08:51:00,1.27676,1.27434,1.2784,1.28005,1.27816,win,0.58,"Synthetic ML row: order_block_retest | evening_star | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00083,synthetic_mt5_history,USDJPY,1h,BUY,breakout,overlap,sideways,low,1.31,17.3,2.87,72,1,1,1,0,hanging_man,bearish,86,usd_bearish,mt5_history,2026-01-02 06:09:00,2026-01-02 06:24:00,160.572,160.342,160.903,161.233,161.157,win,2.54,"Synthetic ML row: breakout | hanging_man | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00084,synthetic_mt5_history,USDJPY,1h,BUY,liquidity_sweep,london,high_volatility,medium,1.24,14.47,1.06,52,1,1,0,0,hanging_man,bearish,93,neutral,mt5_history,2026-01-02 06:29:00,2026-01-02 08:29:00,155.453,155.312,155.528,155.603,155.31,loss,-1.01,"Synthetic ML row: liquidity_sweep | hanging_man | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00085,synthetic_mt5_history,BTCUSD,30m,SELL,support_resistance,london,sideways,medium,58.79,859.52,2.4,93,0,0,1,1,three_white_soldiers,bullish,88,usd_bullish,mt5_history,2026-01-02 06:41:00,2026-01-02 09:41:00,66652.3,67470.99,65669.87,64687.45,64621.95,win,2.48,"Synthetic ML row: support_resistance | three_white_soldiers | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00086,synthetic_mt5_history,EURUSD,30m,BUY,support_resistance,london,bullish,low,1.39,17.06,3.24,63,0,1,0,0,none,neutral,0,neutral,mt5_history,2026-01-02 06:58:00,2026-01-02 09:58:00,1.0639,1.0623,1.0665,1.06909,1.06592,win,1.26,"Synthetic ML row: support_resistance | none | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00087,synthetic_mt5_history,EURUSD,30m,BUY,range_rejection,overlap,sideways,low,0.79,12.81,3.97,92,0,1,0,0,shooting_star,bearish,63,usd_bearish,mt5_history,2026-01-02 06:55:00,2026-01-02 09:55:00,1.08752,1.08617,1.09019,1.09287,1.08745,breakeven,-0.05,"Synthetic ML row: range_rejection | shooting_star | overlap | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00088,synthetic_mt5_history,BTCUSD,5m,SELL,trend_follow,london,sideways,medium,27.49,915.38,3.01,50,0,0,1,1,bullish_engulfing,bullish,28,usd_bearish,mt5_history,2026-01-02 07:22:00,2026-01-02 07:52:00,65629.15,66301.16,64617.77,63606.4,64916.82,win,1.06,"Synthetic ML row: trend_follow | bullish_engulfing | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00089,synthetic_mt5_history,XAUUSD,30m,SELL,order_block_retest,new_york,bullish,low,1.75,20.19,1.21,55,1,1,1,1,bearish_engulfing,bearish,73,usd_bearish,mt5_history,2026-01-02 07:39:00,2026-01-02 10:39:00,2371.43,2374.01,2369.87,2368.31,2367.46,win,1.54,"Synthetic ML row: order_block_retest | bearish_engulfing | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00090,synthetic_mt5_history,USDJPY,1h,SELL,order_block_retest,new_york,high_volatility,medium,1.44,11.05,3.78,53,1,1,0,1,marubozu_bearish,bearish,86,usd_bullish,mt5_history,2026-01-02 07:55:00,2026-01-02 09:55:00,160.772,160.87,160.587,160.403,160.57,win,2.07,"Synthetic ML row: order_block_retest | marubozu_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00091,synthetic_mt5_history,XAUUSD,5m,BUY,fvg_retest,london,sideways,low,2.0,20.45,3.86,67,0,0,1,1,three_white_soldiers,bullish,56,usd_bearish,mt5_history,2026-01-02 07:58:00,2026-01-02 08:58:00,2348.31,2346.16,2352.45,2356.58,2352.51,win,1.96,"Synthetic ML row: fvg_retest | three_white_soldiers | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00092,synthetic_mt5_history,XAUUSD,15m,BUY,liquidity_sweep,new_york,sideways,medium,3.79,25.36,0.84,49,1,1,0,0,dark_cloud_cover,bearish,92,usd_bearish,mt5_history,2026-01-02 08:07:00,2026-01-02 09:07:00,2338.94,2337.18,2339.69,2340.43,2337.46,loss,-0.84,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00093,synthetic_mt5_history,EURUSD,1h,BUY,liquidity_sweep,new_york,bullish,low,1.37,12.82,3.2,68,1,1,1,0,bearish_engulfing,bearish,64,neutral,mt5_history,2026-01-02 08:36:00,2026-01-02 09:06:00,1.06242,1.06078,1.06505,1.06767,1.06746,win,3.07,"Synthetic ML row: liquidity_sweep | bearish_engulfing | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00094,synthetic_mt5_history,EURUSD,15m,BUY,breakout,overlap,high_volatility,medium,1.64,5.87,3.16,61,0,1,1,0,three_black_crows,bearish,59,usd_bearish,mt5_history,2026-01-02 08:35:00,2026-01-02 09:35:00,1.07887,1.07838,1.07965,1.08042,1.07864,loss,-0.47,"Synthetic ML row: breakout | three_black_crows | overlap | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00095,synthetic_mt5_history,BTCUSD,15m,SELL,trend_follow,new_york,bullish,low,26.8,205.36,1.58,94,1,0,0,0,none,neutral,0,usd_bearish,mt5_history,2026-01-02 09:03:00,2026-01-02 12:03:00,65763.48,65936.94,65626.44,65489.4,65432.16,win,1.91,"Synthetic ML row: trend_follow | none | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00096,synthetic_mt5_history,BTCUSD,15m,SELL,reversal,new_york,bullish,high,76.31,1122.02,2.14,77,1,1,1,0,harami_bearish,bearish,38,usd_bullish,mt5_history,2026-01-02 09:29:00,2026-01-02 12:29:00,64816.0,65918.47,63636.36,62456.72,62622.09,win,1.99,"Synthetic ML row: reversal | harami_bearish | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00097,synthetic_mt5_history,EURUSD,1h,BUY,reversal,new_york,low_volatility,medium,0.62,13.02,3.61,91,1,1,1,1,inside_bar,neutral,41,usd_bullish,mt5_history,2026-01-02 09:25:00,2026-01-02 10:55:00,1.11116,1.11028,1.11274,1.11433,1.11331,win,2.45,"Synthetic ML row: reversal | inside_bar | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00098,synthetic_mt5_history,BTCUSD,30m,BUY,order_block_retest,london,sideways,low,63.27,157.69,2.72,73,0,0,1,1,morning_star,bullish,28,usd_bearish,mt5_history,2026-01-02 09:53:00,2026-01-02 12:53:00,65613.74,65395.52,65910.53,66207.32,65705.4,win,0.42,"Synthetic ML row: order_block_retest | morning_star | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00099,synthetic_mt5_history,USDJPY,5m,SELL,support_resistance,new_york,bullish,medium,0.65,10.98,2.84,64,1,1,0,0,piercing_line,bullish,49,usd_bearish,mt5_history,2026-01-02 10:12:00,2026-01-02 10:42:00,157.769,157.907,157.573,157.377,157.363,win,2.94,"Synthetic ML row: support_resistance | piercing_line | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00100,synthetic_mt5_history,XAUUSD,15m,BUY,reversal,london,bullish,low,4.31,19.43,1.35,55,0,0,0,1,bearish_engulfing,bearish,47,neutral,mt5_history,2026-01-02 10:08:00,2026-01-02 10:38:00,2397.2,2395.06,2398.64,2400.09,2394.55,loss,-1.24,"Synthetic ML row: reversal | bearish_engulfing | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00101,synthetic_mt5_history,BTCUSD,5m,BUY,order_block_retest,overlap,sideways,medium,37.74,857.01,2.44,57,1,1,0,1,morning_star,bullish,60,usd_bearish,mt5_history,2026-01-02 10:22:00,2026-01-02 11:52:00,63863.88,63095.36,64801.47,65739.06,65362.49,win,1.95,"Synthetic ML row: order_block_retest | morning_star | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00102,synthetic_mt5_history,BTCUSD,1h,SELL,range_rejection,overlap,bullish,low,54.18,290.23,1.86,46,0,0,1,0,piercing_line,bullish,61,usd_bearish,mt5_history,2026-01-02 10:41:00,2026-01-02 11:26:00,66848.92,67221.01,66502.87,66156.83,67031.24,loss,-0.49,"Synthetic ML row: range_rejection | piercing_line | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00103,synthetic_mt5_history,BTCUSD,30m,SELL,liquidity_sweep,overlap,high_volatility,high,31.27,370.01,2.72,75,1,1,1,1,pin_bar_bullish,bullish,79,usd_bearish,mt5_history,2026-01-02 11:09:00,2026-01-02 13:09:00,64118.48,64503.43,63594.94,63071.41,63772.02,win,0.9,"Synthetic ML row: liquidity_sweep | pin_bar_bullish | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00104,synthetic_mt5_history,USDJPY,30m,BUY,range_rejection,overlap,sideways,medium,1.41,13.31,2.11,51,1,0,0,0,harami_bullish,bullish,73,usd_bearish,mt5_history,2026-01-02 11:27:00,2026-01-02 14:27:00,156.99,156.901,157.083,157.177,157.04,win,0.57,"Synthetic ML row: range_rejection | harami_bullish | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00105,synthetic_mt5_history,GBPUSD,5m,SELL,order_block_retest,asia,bullish,high,1.33,19.37,0.8,66,0,0,1,1,harami_bearish,bearish,82,usd_bullish,mt5_history,2026-01-02 11:24:00,2026-01-02 12:54:00,1.27982,1.2821,1.2789,1.27799,1.28256,loss,-1.2,"Synthetic ML row: order_block_retest | harami_bearish | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00106,synthetic_mt5_history,EURUSD,30m,BUY,range_rejection,new_york,bearish,high,1.49,5.22,1.87,71,0,1,1,0,marubozu_bearish,bearish,91,usd_bearish,mt5_history,2026-01-02 11:39:00,2026-01-02 11:54:00,1.06129,1.06067,1.06186,1.06243,1.0608,loss,-0.8,"Synthetic ML row: range_rejection | marubozu_bearish | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00107,synthetic_mt5_history,GBPUSD,1h,BUY,reversal,asia,bearish,medium,2.17,18.6,1.57,65,0,1,1,0,outside_bar,neutral,82,neutral,mt5_history,2026-01-02 12:10:00,2026-01-02 12:40:00,1.28488,1.28263,1.28665,1.28841,1.29154,win,2.96,"Synthetic ML row: reversal | outside_bar | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00108,synthetic_mt5_history,EURUSD,15m,SELL,liquidity_sweep,new_york,bearish,low,1.44,6.1,3.26,93,0,1,0,0,harami_bullish,bullish,74,usd_bullish,mt5_history,2026-01-02 12:30:00,2026-01-02 13:30:00,1.05255,1.05306,1.05172,1.05089,1.05155,win,1.97,"Synthetic ML row: liquidity_sweep | harami_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00109,synthetic_mt5_history,BTCUSD,15m,SELL,fvg_retest,overlap,bearish,high,34.27,304.02,3.83,92,1,0,1,0,tweezer_top,bearish,73,usd_bearish,mt5_history,2026-01-02 12:39:00,2026-01-02 15:39:00,65964.11,66321.33,65280.04,64595.96,65542.59,win,1.18,"Synthetic ML row: fvg_retest | tweezer_top | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00110,synthetic_mt5_history,EURUSD,5m,BUY,support_resistance,new_york,bullish,low,1.65,15.9,3.63,64,0,1,1,0,harami_bullish,bullish,78,usd_bearish,mt5_history,2026-01-02 12:43:00,2026-01-02 13:28:00,1.07772,1.07556,1.08163,1.08554,1.07507,loss,-1.23,"Synthetic ML row: support_resistance | harami_bullish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00111,synthetic_mt5_history,USDJPY,5m,SELL,support_resistance,new_york,bearish,high,1.56,16.4,3.81,77,1,1,1,1,tweezer_bottom,bullish,58,neutral,mt5_history,2026-01-02 13:13:00,2026-01-02 13:28:00,160.533,160.734,160.149,159.766,160.768,loss,-1.17,"Synthetic ML row: support_resistance | tweezer_bottom | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00112,synthetic_mt5_history,USDJPY,1h,SELL,reversal,london,bullish,low,0.88,7.41,1.81,75,1,0,0,0,bullish_engulfing,bullish,86,usd_bullish,mt5_history,2026-01-02 13:25:00,2026-01-02 13:40:00,157.543,157.591,157.501,157.458,157.448,win,2.02,"Synthetic ML row: reversal | bullish_engulfing | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00113,synthetic_mt5_history,GBPUSD,1h,BUY,trend_follow,london,bearish,low,1.9,18.13,2.15,60,0,0,0,1,none,neutral,0,usd_bearish,mt5_history,2026-01-02 13:16:00,2026-01-02 13:31:00,1.30267,1.30153,1.3039,1.30512,1.30437,win,1.49,"Synthetic ML row: trend_follow | none | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00114,synthetic_mt5_history,USDJPY,5m,BUY,fvg_retest,asia,high_volatility,medium,1.39,17.77,3.47,50,0,1,1,1,three_white_soldiers,bullish,34,usd_bullish,mt5_history,2026-01-02 13:53:00,2026-01-02 17:53:00,158.895,158.749,159.148,159.401,158.749,loss,-1.0,"Synthetic ML row: fvg_retest | three_white_soldiers | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00115,synthetic_mt5_history,USDJPY,30m,BUY,breakout,new_york,bearish,low,1.42,12.4,2.88,95,1,1,0,0,tweezer_top,bearish,77,usd_bearish,mt5_history,2026-01-02 13:57:00,2026-01-02 15:57:00,160.679,160.547,160.87,161.061,161.001,win,2.43,"Synthetic ML row: breakout | tweezer_top | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00116,synthetic_mt5_history,XAUUSD,30m,BUY,liquidity_sweep,new_york,sideways,medium,4.22,31.09,1.81,75,0,1,1,0,none,neutral,0,neutral,mt5_history,2026-01-02 14:02:00,2026-01-02 15:32:00,2287.23,2285.19,2289.07,2290.91,2289.42,win,1.08,"Synthetic ML row: liquidity_sweep | none | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00117,synthetic_mt5_history,XAUUSD,1h,SELL,trend_follow,asia,bearish,low,2.52,15.05,1.76,64,1,0,0,1,doji,neutral,95,usd_bullish,mt5_history,2026-01-02 14:20:00,2026-01-02 15:20:00,2389.92,2391.4,2388.61,2387.31,2386.11,win,2.57,"Synthetic ML row: trend_follow | doji | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00118,synthetic_mt5_history,EURUSD,5m,SELL,range_rejection,new_york,sideways,medium,0.62,7.65,1.97,77,1,1,0,0,three_white_soldiers,bullish,64,neutral,mt5_history,2026-01-02 14:38:00,2026-01-02 17:38:00,1.10274,1.10352,1.10196,1.10119,1.10119,win,1.97,"Synthetic ML row: range_rejection | three_white_soldiers | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00119,synthetic_mt5_history,XAUUSD,15m,SELL,fvg_retest,overlap,sideways,high,2.53,24.81,2.78,81,1,0,1,1,hanging_man,bearish,46,neutral,mt5_history,2026-01-02 15:02:00,2026-01-02 18:02:00,2326.07,2329.16,2321.77,2317.48,2322.7,win,1.09,"Synthetic ML row: fvg_retest | hanging_man | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00120,synthetic_mt5_history,XAUUSD,1h,SELL,trend_follow,london,bullish,medium,3.65,9.11,0.98,57,0,1,1,0,shooting_star,bearish,53,neutral,mt5_history,2026-01-02 15:04:00,2026-01-02 15:49:00,2323.46,2324.55,2322.92,2322.38,2321.88,win,1.44,"Synthetic ML row: trend_follow | shooting_star | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00121,synthetic_mt5_history,BTCUSD,1h,SELL,liquidity_sweep,new_york,sideways,low,73.51,459.95,3.97,63,0,1,0,0,marubozu_bearish,bearish,38,neutral,mt5_history,2026-01-02 15:42:00,2026-01-02 15:57:00,66763.85,67157.84,65981.79,65199.73,66302.89,win,1.17,"Synthetic ML row: liquidity_sweep | marubozu_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00122,synthetic_mt5_history,XAUUSD,5m,BUY,breakout,new_york,bearish,low,3.34,16.18,3.26,65,1,1,1,0,harami_bullish,bullish,37,usd_bearish,mt5_history,2026-01-02 15:55:00,2026-01-02 17:25:00,2325.4,2323.28,2328.85,2332.31,2328.47,win,1.45,"Synthetic ML row: breakout | harami_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00123,synthetic_mt5_history,XAUUSD,5m,BUY,order_block_retest,asia,high_volatility,high,3.35,27.81,1.13,71,0,0,0,1,outside_bar,neutral,44,usd_bullish,mt5_history,2026-01-02 16:13:00,2026-01-02 16:58:00,2302.07,2299.84,2303.32,2304.58,2300.84,loss,-0.55,"Synthetic ML row: order_block_retest | outside_bar | asia | high news | loss. Use for testing pipeline, not as real edge."
