trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_CANDLES_00001,synthetic_candles,BTCUSD,30m,BUY,support_resistance,new_york,bullish,low,62.78,986.61,3.52,63,1,0,0,0,dark_cloud_cover,bearish,75,neutral,candlestick,2026-01-01 09:15:00,2026-01-01 10:00:00,63530.62,62934.68,64579.46,65628.31,62964.48,loss,-0.95,"Synthetic ML row: support_resistance | dark_cloud_cover | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00065,synthetic_candles,GBPUSD,5m,SELL,order_block_retest,new_york,sideways,medium,1.98,11.72,1.22,62,0,0,0,1,inverted_hammer,bullish,28,usd_bearish,candlestick,2026-01-02 01:36:00,2026-01-02 05:36:00,1.26504,1.2659,1.26451,1.26398,1.26326,win,2.05,"Synthetic ML row: order_block_retest | inverted_hammer | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00066,synthetic_candles,EURUSD,15m,SELL,breakout,new_york,bearish,high,1.36,14.44,1.34,81,1,1,0,0,morning_star,bullish,44,neutral,candlestick,2026-01-02 01:56:00,2026-01-02 02:26:00,1.05587,1.05727,1.05493,1.05399,1.05594,breakeven,-0.05,"Synthetic ML row: breakout | morning_star | new_york | high news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00067,synthetic_candles,USDJPY,1h,SELL,range_rejection,new_york,bearish,medium,1.9,13.18,2.97,78,1,0,1,0,harami_bullish,bullish,74,neutral,candlestick,2026-01-02 02:14:00,2026-01-02 03:44:00,154.653,154.761,154.494,154.335,154.333,win,2.99,"Synthetic ML row: range_rejection | harami_bullish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00068,synthetic_candles,XAUUSD,1h,SELL,trend_follow,london,bullish,medium,1.53,9.83,2.12,78,1,1,0,0,tweezer_top,bearish,68,usd_bullish,candlestick,2026-01-02 02:06:00,2026-01-02 02:21:00,2282.84,2283.5,2282.14,2281.44,2281.21,win,2.46,"Synthetic ML row: trend_follow | tweezer_top | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00069,synthetic_candles,BTCUSD,5m,BUY,reversal,new_york,high_volatility,low,75.66,820.72,3.75,62,1,1,0,0,dark_cloud_cover,bearish,48,usd_bearish,candlestick,2026-01-02 02:16:00,2026-01-02 05:16:00,64565.5,63419.15,66714.92,68864.33,63969.4,loss,-0.52,"Synthetic ML row: reversal | dark_cloud_cover | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00070,synthetic_candles,GBPUSD,15m,SELL,range_rejection,london,high_volatility,low,0.86,14.51,1.63,47,0,0,0,1,evening_star,bearish,87,usd_bullish,candlestick,2026-01-02 02:58:00,2026-01-02 06:58:00,1.24814,1.24975,1.24682,1.24551,1.24331,win,2.99,"Synthetic ML row: range_rejection | evening_star | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00071,synthetic_candles,XAUUSD,30m,SELL,liquidity_sweep,asia,bearish,low,3.94,9.89,1.52,69,1,1,0,1,tweezer_top,bearish,87,neutral,candlestick,2026-01-02 02:54:00,2026-01-02 05:54:00,2287.28,2288.66,2286.23,2285.18,2285.67,win,1.17,"Synthetic ML row: liquidity_sweep | tweezer_top | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00072,synthetic_candles,XAUUSD,30m,SELL,trend_follow,asia,sideways,low,4.19,25.03,1.95,50,0,0,0,1,evening_star,bearish,95,neutral,candlestick,2026-01-02 03:23:00,2026-01-02 04:23:00,2348.48,2350.11,2346.89,2345.31,2349.34,loss,-0.53,"Synthetic ML row: trend_follow | evening_star | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00073,synthetic_candles,BTCUSD,1h,SELL,liquidity_sweep,new_york,bearish,medium,20.04,997.46,2.94,74,0,1,1,0,bearish_engulfing,bearish,68,neutral,candlestick,2026-01-02 03:19:00,2026-01-02 07:19:00,65599.94,66574.44,64167.44,62734.93,65200.4,win,0.41,"Synthetic ML row: liquidity_sweep | bearish_engulfing | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00074,synthetic_candles,BTCUSD,15m,BUY,liquidity_sweep,new_york,bullish,low,67.61,261.65,2.39,84,1,1,0,1,inside_bar,neutral,37,usd_bullish,candlestick,2026-01-02 03:53:00,2026-01-02 06:53:00,64314.52,63953.26,64746.22,65177.92,64769.7,win,1.26,"Synthetic ML row: liquidity_sweep | inside_bar | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00075,synthetic_candles,BTCUSD,30m,BUY,reversal,overlap,sideways,medium,49.63,610.59,3.76,47,0,0,0,1,outside_bar,neutral,33,usd_bullish,candlestick,2026-01-02 03:47:00,2026-01-02 04:02:00,63078.17,62259.43,64617.42,66156.66,63553.05,win,0.58,"Synthetic ML row: reversal | outside_bar | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00076,synthetic_candles,BTCUSD,1h,SELL,reversal,new_york,bearish,medium,53.52,189.5,1.38,76,1,0,0,1,doji,neutral,43,neutral,candlestick,2026-01-02 04:00:00,2026-01-02 05:00:00,63798.42,64061.69,63616.77,63435.11,64066.96,loss,-1.02,"Synthetic ML row: reversal | doji | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00077,synthetic_candles,XAUUSD,15m,SELL,liquidity_sweep,london,bullish,medium,2.92,12.76,2.94,47,1,1,1,1,doji,neutral,39,usd_bullish,candlestick,2026-01-02 04:29:00,2026-01-02 04:44:00,2294.22,2295.1,2292.94,2291.65,2291.53,win,3.08,"Synthetic ML row: liquidity_sweep | doji | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00078,synthetic_candles,BTCUSD,15m,BUY,trend_follow,new_york,bullish,low,19.49,389.17,1.56,71,1,1,1,0,three_black_crows,bearish,66,usd_bullish,candlestick,2026-01-02 04:31:00,2026-01-02 07:31:00,63615.27,63092.88,64022.73,64430.19,64409.3,win,1.52,"Synthetic ML row: trend_follow | three_black_crows | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00079,synthetic_candles,USDJPY,1h,BUY,fvg_retest,london,bullish,low,0.99,7.78,2.29,71,0,0,1,0,pin_bar_bearish,bearish,50,usd_bullish,candlestick,2026-01-02 05:04:00,2026-01-02 05:49:00,156.932,156.851,157.025,157.118,157.178,win,3.03,"Synthetic ML row: fvg_retest | pin_bar_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00080,synthetic_candles,EURUSD,1h,BUY,support_resistance,overlap,low_volatility,low,1.06,7.89,3.77,54,0,0,1,0,three_black_crows,bearish,60,neutral,candlestick,2026-01-02 05:15:00,2026-01-02 05:30:00,1.08016,1.07944,1.08152,1.08289,1.07977,loss,-0.55,"Synthetic ML row: support_resistance | three_black_crows | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00081,synthetic_candles,XAUUSD,1h,SELL,range_rejection,london,bullish,medium,3.51,12.37,2.27,81,1,0,1,0,doji,neutral,41,neutral,candlestick,2026-01-02 05:40:00,2026-01-02 07:40:00,2367.88,2369.32,2366.25,2364.61,2364.31,win,2.48,"Synthetic ML row: range_rejection | doji | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00082,synthetic_candles,XAUUSD,1h,BUY,range_rejection,overlap,bullish,low,2.51,33.17,2.45,88,1,0,1,1,pin_bar_bearish,bearish,94,usd_bearish,candlestick,2026-01-02 05:31:00,2026-01-02 07:31:00,2331.17,2327.46,2335.71,2340.26,2327.46,loss,-1.0,"Synthetic ML row: range_rejection | pin_bar_bearish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00083,synthetic_candles,XAUUSD,15m,BUY,support_resistance,overlap,bullish,low,3.01,19.42,0.97,68,1,1,0,1,marubozu_bearish,bearish,51,usd_bearish,candlestick,2026-01-02 05:56:00,2026-01-02 06:26:00,2306.06,2303.52,2307.29,2308.52,2303.52,loss,-1.0,"Synthetic ML row: support_resistance | marubozu_bearish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00084,synthetic_candles,XAUUSD,1h,BUY,breakout,overlap,low_volatility,low,4.36,8.61,2.13,88,0,0,0,0,evening_star,bearish,60,neutral,candlestick,2026-01-02 06:20:00,2026-01-02 06:35:00,2320.6,2319.3,2322.0,2323.39,2319.02,loss,-1.21,"Synthetic ML row: breakout | evening_star | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00085,synthetic_candles,EURUSD,1h,SELL,support_resistance,new_york,sideways,medium,1.53,7.23,1.63,75,1,0,0,0,marubozu_bearish,bearish,92,usd_bearish,candlestick,2026-01-02 06:34:00,2026-01-02 07:19:00,1.09879,1.09939,1.0983,1.09781,1.09784,win,1.59,"Synthetic ML row: support_resistance | marubozu_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00086,synthetic_candles,EURUSD,15m,BUY,reversal,london,bearish,low,1.77,6.92,2.23,55,1,0,1,1,three_black_crows,bearish,58,neutral,candlestick,2026-01-02 06:54:00,2026-01-02 07:39:00,1.11415,1.11322,1.11519,1.11622,1.11563,win,1.59,"Synthetic ML row: reversal | three_black_crows | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00087,synthetic_candles,EURUSD,30m,BUY,reversal,new_york,high_volatility,low,1.38,6.52,0.88,84,0,0,0,0,marubozu_bearish,bearish,81,usd_bullish,candlestick,2026-01-02 07:10:00,2026-01-02 08:40:00,1.06519,1.06476,1.06538,1.06557,1.06607,win,2.01,"Synthetic ML row: reversal | marubozu_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00088,synthetic_candles,USDJPY,1h,BUY,liquidity_sweep,london,sideways,low,1.14,6.2,1.9,64,1,1,1,0,harami_bullish,bullish,71,usd_bearish,candlestick,2026-01-02 07:13:00,2026-01-02 11:13:00,154.219,154.142,154.292,154.366,154.128,loss,-1.18,"Synthetic ML row: liquidity_sweep | harami_bullish | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00089,synthetic_candles,USDJPY,15m,SELL,order_block_retest,overlap,bullish,medium,1.66,7.42,2.11,62,1,0,1,1,tweezer_bottom,bullish,92,usd_bearish,candlestick,2026-01-02 07:27:00,2026-01-02 08:57:00,156.705,156.755,156.652,156.6,156.658,win,0.94,"Synthetic ML row: order_block_retest | tweezer_bottom | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00090,synthetic_candles,GBPUSD,1h,SELL,liquidity_sweep,new_york,bullish,low,0.89,18.32,1.72,56,0,1,1,1,morning_star,bullish,58,usd_bearish,candlestick,2026-01-02 07:38:00,2026-01-02 11:38:00,1.31282,1.31401,1.31179,1.31076,1.31346,loss,-0.54,"Synthetic ML row: liquidity_sweep | morning_star | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00091,synthetic_candles,GBPUSD,1h,SELL,breakout,overlap,bearish,medium,0.92,14.84,3.02,67,1,0,0,1,piercing_line,bullish,90,usd_bullish,candlestick,2026-01-02 08:01:00,2026-01-02 08:31:00,1.27606,1.27786,1.27334,1.27062,1.27523,win,0.46,"Synthetic ML row: breakout | piercing_line | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00092,synthetic_candles,EURUSD,15m,BUY,order_block_retest,new_york,high_volatility,high,0.52,11.74,1.99,76,0,1,1,1,pin_bar_bearish,bearish,71,usd_bearish,candlestick,2026-01-02 08:16:00,2026-01-02 09:16:00,1.10659,1.10513,1.10803,1.10947,1.10582,loss,-0.53,"Synthetic ML row: order_block_retest | pin_bar_bearish | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00093,synthetic_candles,BTCUSD,1h,BUY,liquidity_sweep,london,high_volatility,low,72.5,777.53,3.24,66,0,1,0,1,tweezer_bottom,bullish,69,usd_bullish,candlestick,2026-01-02 08:24:00,2026-01-02 09:09:00,63868.38,62791.59,65612.78,67357.19,63028.48,loss,-0.78,"Synthetic ML row: liquidity_sweep | tweezer_bottom | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00094,synthetic_candles,USDJPY,5m,BUY,trend_follow,asia,bearish,low,0.95,7.06,2.94,93,1,0,0,0,shooting_star,bearish,29,usd_bullish,candlestick,2026-01-02 08:36:00,2026-01-02 09:21:00,157.799,157.755,157.864,157.928,157.844,win,1.02,"Synthetic ML row: trend_follow | shooting_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00095,synthetic_candles,EURUSD,30m,SELL,trend_follow,london,sideways,high,0.75,8.66,3.69,79,0,1,0,0,tweezer_top,bearish,33,usd_bullish,candlestick,2026-01-02 09:07:00,2026-01-02 09:52:00,1.08107,1.08226,1.07889,1.07671,1.07813,win,2.49,"Synthetic ML row: trend_follow | tweezer_top | london | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00096,synthetic_candles,EURUSD,1h,SELL,fvg_retest,london,bearish,low,1.42,12.24,0.93,65,0,0,1,1,shooting_star,bearish,84,usd_bearish,candlestick,2026-01-02 09:21:00,2026-01-02 13:21:00,1.06715,1.06829,1.06663,1.0661,1.06483,win,2.05,"Synthetic ML row: fvg_retest | shooting_star | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00097,synthetic_candles,USDJPY,5m,BUY,fvg_retest,overlap,low_volatility,medium,1.21,16.54,1.07,54,1,0,1,0,evening_star,bearish,26,usd_bearish,candlestick,2026-01-02 09:21:00,2026-01-02 11:21:00,153.391,153.18,153.504,153.617,153.583,win,0.91,"Synthetic ML row: fvg_retest | evening_star | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00098,synthetic_candles,USDJPY,15m,BUY,order_block_retest,overlap,bullish,medium,1.98,14.18,1.27,74,1,1,1,1,hanging_man,bearish,76,usd_bullish,candlestick,2026-01-02 09:34:00,2026-01-02 09:49:00,152.447,152.356,152.505,152.563,152.541,win,1.03,"Synthetic ML row: order_block_retest | hanging_man | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00099,synthetic_candles,XAUUSD,5m,SELL,reversal,overlap,sideways,low,2.9,15.93,2.39,77,1,1,0,0,inside_bar,neutral,37,usd_bearish,candlestick,2026-01-02 09:58:00,2026-01-02 10:28:00,2333.59,2334.95,2331.97,2330.35,2333.52,breakeven,0.05,"Synthetic ML row: reversal | inside_bar | overlap | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00100,synthetic_candles,USDJPY,1h,SELL,order_block_retest,asia,sideways,low,1.28,7.75,2.96,87,1,0,1,1,harami_bearish,bearish,46,neutral,candlestick,2026-01-02 10:05:00,2026-01-02 10:20:00,155.182,155.259,155.068,154.954,155.066,win,1.51,"Synthetic ML row: order_block_retest | harami_bearish | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00101,synthetic_candles,USDJPY,30m,SELL,fvg_retest,london,bullish,low,1.2,21.87,2.12,48,1,1,1,0,piercing_line,bullish,28,neutral,candlestick,2026-01-02 10:24:00,2026-01-02 10:54:00,154.678,154.813,154.535,154.392,154.353,win,2.41,"Synthetic ML row: fvg_retest | piercing_line | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00102,synthetic_candles,GBPUSD,1h,BUY,range_rejection,new_york,bearish,low,1.29,16.73,3.39,51,1,1,1,0,pin_bar_bearish,bearish,27,neutral,candlestick,2026-01-02 10:51:00,2026-01-02 12:51:00,1.2495,1.24809,1.25188,1.25426,1.25239,win,2.06,"Synthetic ML row: range_rejection | pin_bar_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00103,synthetic_candles,USDJPY,1h,BUY,trend_follow,new_york,bullish,high,1.64,7.47,3.5,51,0,1,0,0,inside_bar,neutral,58,neutral,candlestick,2026-01-02 10:47:00,2026-01-02 12:17:00,156.243,156.181,156.353,156.463,156.192,loss,-0.82,"Synthetic ML row: trend_follow | inside_bar | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00104,synthetic_candles,BTCUSD,15m,SELL,reversal,london,bearish,low,62.47,640.66,3.8,79,1,1,0,1,bullish_engulfing,bullish,91,neutral,candlestick,2026-01-02 11:11:00,2026-01-02 15:11:00,63626.2,64087.72,62749.32,61872.43,63856.96,loss,-0.5,"Synthetic ML row: reversal | bullish_engulfing | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00105,synthetic_candles,GBPUSD,1h,SELL,trend_follow,london,bullish,medium,1.31,8.93,1.41,60,1,1,0,1,three_white_soldiers,bullish,59,usd_bearish,candlestick,2026-01-02 11:23:00,2026-01-02 12:08:00,1.23898,1.24008,1.2382,1.23743,1.23956,loss,-0.53,"Synthetic ML row: trend_follow | three_white_soldiers | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00106,synthetic_candles,GBPUSD,5m,BUY,breakout,overlap,bullish,low,1.69,8.54,3.82,91,1,1,0,0,outside_bar,neutral,63,usd_bullish,candlestick,2026-01-02 11:46:00,2026-01-02 13:16:00,1.27473,1.27415,1.27582,1.27692,1.27593,win,2.09,"Synthetic ML row: breakout | outside_bar | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00107,synthetic_candles,BTCUSD,30m,BUY,trend_follow,london,bearish,medium,29.29,768.95,2.37,68,0,0,1,0,three_white_soldiers,bullish,52,neutral,candlestick,2026-01-02 12:14:00,2026-01-02 12:59:00,64465.69,63564.07,65534.11,66602.54,65619.77,win,1.28,"Synthetic ML row: trend_follow | three_white_soldiers | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00108,synthetic_candles,GBPUSD,5m,BUY,trend_follow,overlap,low_volatility,medium,1.73,16.09,1.56,73,1,1,1,1,pin_bar_bearish,bearish,95,usd_bearish,candlestick,2026-01-02 12:29:00,2026-01-02 13:29:00,1.2595,1.25743,1.26112,1.26273,1.26191,win,1.16,"Synthetic ML row: trend_follow | pin_bar_bearish | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00109,synthetic_candles,EURUSD,30m,SELL,liquidity_sweep,overlap,bearish,medium,1.04,15.94,3.1,51,1,1,1,0,pin_bar_bearish,bearish,35,usd_bullish,candlestick,2026-01-02 12:25:00,2026-01-02 16:25:00,1.09771,1.09964,1.09472,1.09173,1.0919,win,3.01,"Synthetic ML row: liquidity_sweep | pin_bar_bearish | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00110,synthetic_candles,EURUSD,15m,SELL,breakout,asia,bearish,low,0.67,12.72,2.11,65,0,1,1,1,shooting_star,bearish,45,usd_bearish,candlestick,2026-01-02 12:48:00,2026-01-02 14:48:00,1.1045,1.10546,1.10348,1.10246,1.10341,win,1.13,"Synthetic ML row: breakout | shooting_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00111,synthetic_candles,USDJPY,15m,SELL,trend_follow,london,high_volatility,low,1.96,9.17,3.04,55,1,1,1,1,bullish_engulfing,bullish,27,usd_bullish,candlestick,2026-01-02 13:03:00,2026-01-02 13:33:00,151.646,151.74,151.504,151.362,151.541,win,1.13,"Synthetic ML row: trend_follow | bullish_engulfing | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00112,synthetic_candles,USDJPY,5m,SELL,order_block_retest,london,low_volatility,low,0.9,19.19,3.13,57,1,0,0,1,inside_bar,neutral,88,usd_bearish,candlestick,2026-01-02 13:08:00,2026-01-02 14:08:00,157.303,157.557,156.905,156.507,157.186,win,0.46,"Synthetic ML row: order_block_retest | inside_bar | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00113,synthetic_candles,GBPUSD,5m,SELL,range_rejection,asia,bearish,low,0.84,8.0,1.87,60,1,1,1,0,harami_bullish,bullish,52,usd_bearish,candlestick,2026-01-02 13:31:00,2026-01-02 16:31:00,1.25989,1.26062,1.25921,1.25852,1.26029,loss,-0.55,"Synthetic ML row: range_rejection | harami_bullish | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00114,synthetic_candles,GBPUSD,5m,BUY,fvg_retest,new_york,bearish,low,1.09,12.33,3.93,76,0,1,1,0,three_black_crows,bearish,41,usd_bearish,candlestick,2026-01-02 13:38:00,2026-01-02 15:08:00,1.2763,1.27513,1.2786,1.2809,1.27518,loss,-0.96,"Synthetic ML row: fvg_retest | three_black_crows | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00115,synthetic_candles,EURUSD,1h,SELL,support_resistance,new_york,high_volatility,low,1.42,10.67,3.98,76,0,0,0,0,bearish_engulfing,bearish,49,usd_bullish,candlestick,2026-01-02 14:12:00,2026-01-02 14:57:00,1.0605,1.06122,1.05907,1.05763,1.06009,win,0.57,"Synthetic ML row: support_resistance | bearish_engulfing | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00116,synthetic_candles,GBPUSD,15m,BUY,trend_follow,new_york,sideways,medium,1.85,18.51,3.64,46,1,1,0,0,marubozu_bearish,bearish,25,usd_bearish,candlestick,2026-01-02 14:29:00,2026-01-02 14:59:00,1.30078,1.29944,1.30321,1.30565,1.30275,win,1.47,"Synthetic ML row: trend_follow | marubozu_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00117,synthetic_candles,XAUUSD,1h,SELL,liquidity_sweep,london,sideways,high,3.69,27.83,3.86,81,1,1,1,0,outside_bar,neutral,30,usd_bullish,candlestick,2026-01-02 14:32:00,2026-01-02 17:32:00,2292.55,2294.79,2288.23,2283.91,2291.32,win,0.55,"Synthetic ML row: liquidity_sweep | outside_bar | london | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00118,synthetic_candles,EURUSD,5m,SELL,range_rejection,asia,bearish,low,0.9,13.9,1.22,87,0,0,0,1,inside_bar,neutral,44,usd_bullish,candlestick,2026-01-02 14:42:00,2026-01-02 18:42:00,1.06993,1.07143,1.06901,1.0681,1.07174,loss,-1.21,"Synthetic ML row: range_rejection | inside_bar | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00119,synthetic_candles,XAUUSD,30m,SELL,liquidity_sweep,new_york,bearish,low,3.64,33.13,2.49,86,1,1,1,1,tweezer_top,bearish,68,neutral,candlestick,2026-01-02 14:49:00,2026-01-02 16:19:00,2398.16,2401.53,2393.96,2389.76,2394.34,win,1.13,"Synthetic ML row: liquidity_sweep | tweezer_top | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00120,synthetic_candles,GBPUSD,5m,BUY,range_rejection,overlap,bearish,low,0.82,15.56,1.16,87,1,1,0,0,shooting_star,bearish,84,usd_bearish,candlestick,2026-01-02 15:13:00,2026-01-02 16:43:00,1.26077,1.25893,1.26183,1.2629,1.26335,win,1.41,"Synthetic ML row: range_rejection | shooting_star | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00121,synthetic_candles,USDJPY,30m,SELL,reversal,overlap,bullish,high,0.76,8.75,2.33,89,1,0,0,0,hammer,bullish,58,usd_bearish,candlestick,2026-01-02 15:34:00,2026-01-02 17:34:00,157.987,158.107,157.847,157.707,157.74,win,2.06,"Synthetic ML row: reversal | hammer | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00122,synthetic_candles,USDJPY,5m,SELL,liquidity_sweep,asia,bullish,low,1.51,12.97,2.8,95,1,1,0,1,harami_bearish,bearish,49,neutral,candlestick,2026-01-02 15:43:00,2026-01-02 15:58:00,152.605,152.777,152.365,152.125,152.36,win,1.43,"Synthetic ML row: liquidity_sweep | harami_bearish | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00123,synthetic_candles,USDJPY,1h,SELL,order_block_retest,asia,bullish,low,1.6,21.67,3.52,92,0,0,1,1,marubozu_bearish,bearish,75,neutral,candlestick,2026-01-02 16:08:00,2026-01-02 20:08:00,153.687,153.828,153.44,153.193,153.477,win,1.5,"Synthetic ML row: order_block_retest | marubozu_bearish | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00124,synthetic_candles,XAUUSD,30m,SELL,support_resistance,new_york,sideways,low,1.98,27.61,2.3,73,1,1,0,0,shooting_star,bearish,88,usd_bullish,candlestick,2026-01-02 16:19:00,2026-01-02 20:19:00,2297.99,2300.3,2295.34,2292.69,2292.3,win,2.47,"Synthetic ML row: support_resistance | shooting_star | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00125,synthetic_candles,USDJPY,30m,SELL,trend_follow,new_york,high_volatility,medium,0.74,12.66,3.98,64,1,0,0,1,inside_bar,neutral,36,usd_bullish,candlestick,2026-01-02 16:20:00,2026-01-02 16:35:00,159.075,159.186,158.856,158.637,158.939,win,1.24,"Synthetic ML row: trend_follow | inside_bar | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00126,synthetic_candles,XAUUSD,5m,BUY,fvg_retest,new_york,low_volatility,low,3.31,10.81,0.96,73,1,1,1,1,bearish_engulfing,bearish,59,usd_bearish,candlestick,2026-01-02 16:49:00,2026-01-02 17:19:00,2395.63,2394.64,2396.11,2396.58,2395.16,loss,-0.47,"Synthetic ML row: fvg_retest | bearish_engulfing | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00127,synthetic_candles,XAUUSD,5m,BUY,order_block_retest,overlap,bullish,high,1.96,17.82,3.42,52,1,0,1,1,harami_bearish,bearish,81,usd_bullish,candlestick,2026-01-02 17:01:00,2026-01-02 17:46:00,2291.52,2289.92,2294.25,2296.99,2289.57,loss,-1.22,"Synthetic ML row: order_block_retest | harami_bearish | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00128,synthetic_candles,USDJPY,15m,SELL,trend_follow,asia,bearish,medium,1.71,11.79,0.9,54,1,0,0,1,morning_star,bullish,79,usd_bullish,candlestick,2026-01-02 17:10:00,2026-01-02 20:10:00,160.717,160.803,160.678,160.639,160.763,loss,-0.54,"Synthetic ML row: trend_follow | morning_star | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00129,synthetic_candles,XAUUSD,5m,SELL,liquidity_sweep,new_york,high_volatility,medium,3.6,31.59,3.11,65,1,1,0,1,hanging_man,bearish,91,usd_bearish,candlestick,2026-01-02 17:35:00,2026-01-02 18:35:00,2404.65,2408.12,2399.25,2393.85,2396.04,win,2.48,"Synthetic ML row: liquidity_sweep | hanging_man | new_york | medium news | win. Use for testing pipeline, not as real edge."
