trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_BACKTEST_00001,synthetic_backtest,BTCUSD,30m,BUY,order_block_retest,overlap,bullish,low,38.24,317.8,3.79,82,1,0,0,1,morning_star,bullish,33,usd_bullish,backtest,2026-01-01 09:45:00,2026-01-01 10:45:00,64087.08,63794.67,64641.2,65195.31,64698.22,win,2.09,"Synthetic ML row: order_block_retest | morning_star | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00065,synthetic_backtest,USDJPY,15m,SELL,liquidity_sweep,asia,high_volatility,medium,1.47,16.43,1.11,91,1,1,0,0,pin_bar_bearish,bearish,46,neutral,backtest,2026-01-02 01:34:00,2026-01-02 04:34:00,155.851,156.024,155.755,155.659,156.052,loss,-1.16,"Synthetic ML row: liquidity_sweep | pin_bar_bearish | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00066,synthetic_backtest,USDJPY,5m,SELL,reversal,new_york,bullish,low,0.86,13.01,2.05,93,1,0,1,1,three_white_soldiers,bullish,87,usd_bullish,backtest,2026-01-02 01:47:00,2026-01-02 05:47:00,157.594,157.716,157.469,157.344,157.339,win,2.09,"Synthetic ML row: reversal | three_white_soldiers | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00067,synthetic_backtest,EURUSD,30m,BUY,range_rejection,london,sideways,medium,1.33,7.36,1.2,47,0,1,1,1,outside_bar,neutral,64,usd_bullish,backtest,2026-01-02 01:53:00,2026-01-02 03:23:00,1.0891,1.08839,1.08953,1.08996,1.08827,loss,-1.17,"Synthetic ML row: range_rejection | outside_bar | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00068,synthetic_backtest,GBPUSD,5m,SELL,support_resistance,new_york,bearish,low,1.56,17.08,3.75,50,0,1,0,0,dark_cloud_cover,bearish,64,usd_bearish,backtest,2026-01-02 02:01:00,2026-01-02 03:31:00,1.30238,1.30345,1.30037,1.29837,1.30346,loss,-1.01,"Synthetic ML row: support_resistance | dark_cloud_cover | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00069,synthetic_backtest,USDJPY,30m,BUY,range_rejection,london,bullish,low,1.49,16.4,1.24,89,1,1,0,0,pin_bar_bearish,bearish,79,usd_bearish,backtest,2026-01-02 02:26:00,2026-01-02 04:26:00,152.546,152.378,152.65,152.754,152.949,win,2.4,"Synthetic ML row: range_rejection | pin_bar_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00070,synthetic_backtest,USDJPY,15m,SELL,fvg_retest,london,bullish,low,1.4,11.37,2.06,63,1,1,1,0,inverted_hammer,bullish,62,usd_bearish,backtest,2026-01-02 02:57:00,2026-01-02 04:27:00,158.499,158.595,158.4,158.301,158.379,win,1.25,"Synthetic ML row: fvg_retest | inverted_hammer | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00071,synthetic_backtest,GBPUSD,30m,BUY,trend_follow,new_york,high_volatility,low,1.13,16.77,1.66,71,1,1,0,0,inverted_hammer,bullish,56,usd_bearish,backtest,2026-01-02 02:46:00,2026-01-02 04:46:00,1.27504,1.27386,1.27602,1.27699,1.27613,win,0.93,"Synthetic ML row: trend_follow | inverted_hammer | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00072,synthetic_backtest,USDJPY,30m,BUY,support_resistance,asia,low_volatility,low,1.06,20.39,2.46,57,1,0,0,0,morning_star,bullish,32,usd_bearish,backtest,2026-01-02 03:25:00,2026-01-02 04:10:00,159.566,159.423,159.742,159.917,159.733,win,1.17,"Synthetic ML row: support_resistance | morning_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00073,synthetic_backtest,EURUSD,5m,BUY,range_rejection,london,high_volatility,medium,1.67,16.37,1.14,94,1,0,0,0,hammer,bullish,43,usd_bullish,backtest,2026-01-02 03:34:00,2026-01-02 06:34:00,1.06484,1.06309,1.06583,1.06683,1.06695,win,1.21,"Synthetic ML row: range_rejection | hammer | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00074,synthetic_backtest,USDJPY,1h,BUY,trend_follow,overlap,sideways,low,1.16,9.54,1.03,79,1,1,0,1,hammer,bullish,58,neutral,backtest,2026-01-02 03:36:00,2026-01-02 06:36:00,152.991,152.882,153.047,153.102,153.13,win,1.28,"Synthetic ML row: trend_follow | hammer | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00075,synthetic_backtest,EURUSD,15m,BUY,range_rejection,london,bullish,low,1.16,14.01,3.36,70,0,0,0,0,doji,neutral,38,neutral,backtest,2026-01-02 04:13:00,2026-01-02 04:58:00,1.0895,1.08834,1.09144,1.09338,1.08837,loss,-0.98,"Synthetic ML row: range_rejection | doji | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00076,synthetic_backtest,BTCUSD,15m,BUY,support_resistance,overlap,sideways,medium,69.22,211.37,1.53,95,0,0,1,0,three_black_crows,bearish,61,usd_bearish,backtest,2026-01-02 04:10:00,2026-01-02 04:55:00,64798.98,64591.32,64957.84,65116.7,64589.24,loss,-1.01,"Synthetic ML row: support_resistance | three_black_crows | overlap | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00077,synthetic_backtest,EURUSD,15m,BUY,trend_follow,asia,sideways,high,0.77,5.13,0.87,57,0,0,1,0,bullish_engulfing,bullish,42,usd_bearish,backtest,2026-01-02 04:26:00,2026-01-02 04:41:00,1.08093,1.08045,1.08114,1.08135,1.08037,loss,-1.17,"Synthetic ML row: trend_follow | bullish_engulfing | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00078,synthetic_backtest,USDJPY,30m,SELL,fvg_retest,london,bullish,medium,1.63,14.9,1.63,76,0,1,1,1,doji,neutral,32,usd_bullish,backtest,2026-01-02 04:55:00,2026-01-02 05:40:00,151.951,152.105,151.826,151.701,151.555,win,2.58,"Synthetic ML row: fvg_retest | doji | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00079,synthetic_backtest,USDJPY,5m,BUY,reversal,asia,low_volatility,medium,1.88,10.14,3.63,74,1,0,1,1,inside_bar,neutral,31,neutral,backtest,2026-01-02 04:53:00,2026-01-02 07:53:00,152.506,152.382,152.732,152.959,152.354,loss,-1.22,"Synthetic ML row: reversal | inside_bar | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00080,synthetic_backtest,BTCUSD,30m,BUY,support_resistance,asia,bearish,low,22.58,778.74,3.37,82,1,0,1,0,morning_star,bullish,85,neutral,backtest,2026-01-02 05:08:00,2026-01-02 05:53:00,66743.9,65974.22,68040.82,69337.75,68252.49,win,1.96,"Synthetic ML row: support_resistance | morning_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00081,synthetic_backtest,EURUSD,5m,SELL,liquidity_sweep,new_york,bullish,low,0.95,13.95,2.13,92,1,1,0,0,shooting_star,bearish,92,neutral,backtest,2026-01-02 05:41:00,2026-01-02 09:41:00,1.07142,1.07229,1.07048,1.06955,1.06886,win,2.91,"Synthetic ML row: liquidity_sweep | shooting_star | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00082,synthetic_backtest,EURUSD,30m,BUY,fvg_retest,asia,sideways,high,0.63,7.28,3.7,69,1,1,1,0,evening_star,bearish,65,neutral,backtest,2026-01-02 05:30:00,2026-01-02 07:30:00,1.10825,1.10773,1.10922,1.11019,1.10901,win,1.44,"Synthetic ML row: fvg_retest | evening_star | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00083,synthetic_backtest,XAUUSD,15m,SELL,range_rejection,london,high_volatility,low,4.43,15.95,2.22,46,1,0,0,0,doji,neutral,49,usd_bearish,backtest,2026-01-02 05:59:00,2026-01-02 06:14:00,2392.93,2394.25,2391.45,2389.98,2394.32,loss,-1.05,"Synthetic ML row: range_rejection | doji | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00084,synthetic_backtest,GBPUSD,30m,SELL,support_resistance,asia,bearish,medium,1.01,23.11,2.71,65,1,1,0,1,tweezer_bottom,bullish,57,usd_bearish,backtest,2026-01-02 06:25:00,2026-01-02 07:10:00,1.24899,1.25104,1.24621,1.24344,1.24594,win,1.49,"Synthetic ML row: support_resistance | tweezer_bottom | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00085,synthetic_backtest,EURUSD,1h,BUY,reversal,asia,bearish,low,1.27,6.52,1.83,94,0,0,1,0,inverted_hammer,bullish,42,usd_bearish,backtest,2026-01-02 06:22:00,2026-01-02 09:22:00,1.06836,1.06762,1.06904,1.06971,1.07022,win,2.52,"Synthetic ML row: reversal | inverted_hammer | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00086,synthetic_backtest,EURUSD,15m,SELL,reversal,overlap,sideways,medium,1.34,12.17,1.11,58,1,0,0,0,bearish_engulfing,bearish,80,neutral,backtest,2026-01-02 06:31:00,2026-01-02 08:01:00,1.08981,1.09137,1.08895,1.08808,1.08502,win,3.07,"Synthetic ML row: reversal | bearish_engulfing | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00087,synthetic_backtest,EURUSD,5m,BUY,breakout,new_york,high_volatility,low,1.42,12.0,3.58,79,1,0,1,1,evening_star,bearish,34,usd_bearish,backtest,2026-01-02 06:48:00,2026-01-02 08:48:00,1.06952,1.06828,1.07173,1.07394,1.06958,breakeven,0.05,"Synthetic ML row: breakout | evening_star | new_york | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00088,synthetic_backtest,USDJPY,30m,SELL,liquidity_sweep,new_york,sideways,medium,1.22,14.39,1.58,65,1,1,0,1,dark_cloud_cover,bearish,47,neutral,backtest,2026-01-02 07:09:00,2026-01-02 10:09:00,158.533,158.709,158.394,158.256,158.264,win,1.53,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00089,synthetic_backtest,XAUUSD,15m,SELL,reversal,london,bullish,medium,3.57,9.23,1.32,61,1,0,0,0,harami_bearish,bearish,80,neutral,backtest,2026-01-02 07:33:00,2026-01-02 08:03:00,2292.2,2293.39,2291.41,2290.62,2289.72,win,2.08,"Synthetic ML row: reversal | harami_bearish | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00090,synthetic_backtest,USDJPY,1h,BUY,breakout,new_york,sideways,medium,0.91,12.91,2.11,92,1,0,1,0,hanging_man,bearish,45,neutral,backtest,2026-01-02 07:59:00,2026-01-02 08:59:00,158.524,158.391,158.665,158.805,158.577,win,0.4,"Synthetic ML row: breakout | hanging_man | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00091,synthetic_backtest,EURUSD,15m,SELL,fvg_retest,overlap,sideways,low,1.42,17.16,2.57,55,0,0,1,0,evening_star,bearish,59,usd_bearish,backtest,2026-01-02 07:59:00,2026-01-02 10:59:00,1.08721,1.08884,1.08513,1.08304,1.08411,win,1.91,"Synthetic ML row: fvg_retest | evening_star | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00092,synthetic_backtest,USDJPY,15m,SELL,trend_follow,overlap,bearish,low,1.17,17.95,2.42,85,1,1,0,1,tweezer_top,bearish,74,usd_bullish,backtest,2026-01-02 08:24:00,2026-01-02 11:24:00,153.173,153.346,152.964,152.754,152.645,win,3.05,"Synthetic ML row: trend_follow | tweezer_top | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00093,synthetic_backtest,EURUSD,30m,SELL,trend_follow,overlap,low_volatility,low,0.63,12.03,2.43,59,1,0,0,1,morning_star,bullish,89,usd_bearish,backtest,2026-01-02 08:37:00,2026-01-02 08:52:00,1.07888,1.08047,1.07696,1.07504,1.07572,win,2.0,"Synthetic ML row: trend_follow | morning_star | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00094,synthetic_backtest,USDJPY,5m,SELL,fvg_retest,new_york,sideways,low,0.74,16.47,1.65,94,0,1,1,0,marubozu_bearish,bearish,46,usd_bullish,backtest,2026-01-02 08:33:00,2026-01-02 12:33:00,160.12,160.31,159.963,159.805,159.817,win,1.59,"Synthetic ML row: fvg_retest | marubozu_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00095,synthetic_backtest,GBPUSD,15m,SELL,reversal,new_york,sideways,low,1.29,13.27,3.85,70,1,1,1,0,none,neutral,0,neutral,backtest,2026-01-02 08:59:00,2026-01-02 09:59:00,1.26032,1.26165,1.25775,1.25518,1.25974,win,0.43,"Synthetic ML row: reversal | none | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00096,synthetic_backtest,BTCUSD,30m,BUY,liquidity_sweep,london,sideways,medium,42.26,808.77,1.26,84,1,1,1,1,three_black_crows,bearish,63,usd_bearish,backtest,2026-01-02 09:14:00,2026-01-02 12:14:00,64939.28,64090.11,65474.26,66009.23,65881.86,win,1.11,"Synthetic ML row: liquidity_sweep | three_black_crows | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00097,synthetic_backtest,BTCUSD,30m,SELL,order_block_retest,new_york,bearish,low,66.53,1039.33,1.16,74,0,0,1,1,dark_cloud_cover,bearish,60,usd_bullish,backtest,2026-01-02 09:32:00,2026-01-02 10:02:00,66939.24,67806.43,66436.27,65933.3,67962.53,loss,-1.18,"Synthetic ML row: order_block_retest | dark_cloud_cover | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00098,synthetic_backtest,BTCUSD,30m,BUY,range_rejection,london,sideways,low,39.1,1159.24,0.93,70,1,0,1,0,bullish_engulfing,bullish,66,usd_bearish,backtest,2026-01-02 09:35:00,2026-01-02 11:05:00,65135.1,64205.24,65567.49,65999.87,65665.12,win,0.57,"Synthetic ML row: range_rejection | bullish_engulfing | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00099,synthetic_backtest,BTCUSD,15m,BUY,trend_follow,asia,sideways,high,54.08,923.74,1.64,92,0,0,1,0,harami_bullish,bullish,30,usd_bullish,backtest,2026-01-02 09:59:00,2026-01-02 11:59:00,66619.27,66030.12,67102.38,67585.49,66672.3,breakeven,0.09,"Synthetic ML row: trend_follow | harami_bullish | asia | high news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00100,synthetic_backtest,EURUSD,30m,BUY,fvg_retest,new_york,bearish,medium,0.88,12.25,3.26,57,0,1,1,0,hanging_man,bearish,51,usd_bearish,backtest,2026-01-02 10:18:00,2026-01-02 10:33:00,1.08517,1.08397,1.08714,1.0891,1.08396,loss,-1.01,"Synthetic ML row: fvg_retest | hanging_man | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00101,synthetic_backtest,XAUUSD,1h,BUY,liquidity_sweep,asia,sideways,high,2.19,32.81,1.77,61,1,1,1,0,shooting_star,bearish,51,usd_bullish,backtest,2026-01-02 10:32:00,2026-01-02 13:32:00,2394.91,2391.96,2397.52,2400.13,2392.11,loss,-0.95,"Synthetic ML row: liquidity_sweep | shooting_star | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00102,synthetic_backtest,GBPUSD,1h,BUY,fvg_retest,asia,bullish,medium,1.85,10.13,3.54,52,1,0,1,1,inverted_hammer,bullish,80,neutral,backtest,2026-01-02 10:39:00,2026-01-02 14:39:00,1.29742,1.29661,1.29887,1.30032,1.29949,win,2.53,"Synthetic ML row: fvg_retest | inverted_hammer | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00103,synthetic_backtest,GBPUSD,1h,SELL,fvg_retest,london,sideways,low,1.94,10.94,1.52,45,1,0,1,0,inverted_hammer,bullish,53,usd_bearish,backtest,2026-01-02 11:07:00,2026-01-02 11:22:00,1.237,1.23788,1.23634,1.23568,1.2362,win,0.92,"Synthetic ML row: fvg_retest | inverted_hammer | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00104,synthetic_backtest,EURUSD,5m,BUY,support_resistance,overlap,sideways,low,1.2,12.09,1.59,67,1,0,0,1,pin_bar_bullish,bullish,43,neutral,backtest,2026-01-02 11:05:00,2026-01-02 12:35:00,1.06354,1.062,1.06476,1.06599,1.06655,win,1.96,"Synthetic ML row: support_resistance | pin_bar_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00105,synthetic_backtest,EURUSD,5m,SELL,fvg_retest,london,bearish,high,1.19,13.28,1.96,83,1,0,1,1,inverted_hammer,bullish,35,usd_bullish,backtest,2026-01-02 11:26:00,2026-01-02 12:11:00,1.07182,1.07355,1.07013,1.06844,1.0697,win,1.23,"Synthetic ML row: fvg_retest | inverted_hammer | london | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00106,synthetic_backtest,GBPUSD,1h,BUY,support_resistance,asia,sideways,medium,1.43,16.08,1.51,52,0,1,0,0,doji,neutral,58,neutral,backtest,2026-01-02 11:36:00,2026-01-02 12:36:00,1.2999,1.29827,1.30114,1.30237,1.30466,win,2.91,"Synthetic ML row: support_resistance | doji | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00107,synthetic_backtest,BTCUSD,1h,BUY,reversal,overlap,bearish,low,31.4,732.59,1.39,88,1,0,0,0,marubozu_bullish,bullish,33,usd_bullish,backtest,2026-01-02 12:14:00,2026-01-02 14:14:00,65892.86,65170.45,66394.94,66897.01,68081.76,win,3.03,"Synthetic ML row: reversal | marubozu_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00108,synthetic_backtest,BTCUSD,5m,BUY,support_resistance,new_york,bearish,high,62.48,1130.19,2.7,70,0,0,0,0,doji,neutral,62,neutral,backtest,2026-01-02 12:12:00,2026-01-02 12:57:00,65341.88,64143.34,66959.9,68577.93,64347.09,loss,-0.83,"Synthetic ML row: support_resistance | doji | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00109,synthetic_backtest,USDJPY,30m,SELL,liquidity_sweep,overlap,sideways,low,1.27,15.24,2.5,59,0,1,0,0,harami_bearish,bearish,29,neutral,backtest,2026-01-02 12:24:00,2026-01-02 13:54:00,153.109,153.237,152.95,152.791,152.914,win,1.53,"Synthetic ML row: liquidity_sweep | harami_bearish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00110,synthetic_backtest,GBPUSD,1h,SELL,fvg_retest,new_york,sideways,low,0.89,15.81,1.16,82,1,1,1,1,tweezer_bottom,bullish,67,usd_bullish,backtest,2026-01-02 12:53:00,2026-01-02 13:23:00,1.29948,1.30081,1.29871,1.29794,1.29614,win,2.52,"Synthetic ML row: fvg_retest | tweezer_bottom | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00111,synthetic_backtest,BTCUSD,1h,BUY,order_block_retest,overlap,high_volatility,low,26.02,671.16,3.6,78,1,1,1,1,pin_bar_bearish,bearish,67,usd_bearish,backtest,2026-01-02 13:01:00,2026-01-02 15:01:00,65982.74,65124.24,67528.05,69073.36,66360.49,win,0.44,"Synthetic ML row: order_block_retest | pin_bar_bearish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00112,synthetic_backtest,XAUUSD,15m,BUY,breakout,new_york,high_volatility,high,3.47,31.39,3.5,81,1,1,0,1,pin_bar_bearish,bearish,68,neutral,backtest,2026-01-02 13:01:00,2026-01-02 15:01:00,2324.0,2320.71,2329.76,2335.52,2320.05,loss,-1.2,"Synthetic ML row: breakout | pin_bar_bearish | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00113,synthetic_backtest,USDJPY,15m,SELL,fvg_retest,london,bullish,medium,1.25,17.98,3.26,87,1,1,1,1,none,neutral,0,usd_bearish,backtest,2026-01-02 13:40:00,2026-01-02 14:10:00,151.612,151.858,151.211,150.811,151.484,win,0.52,"Synthetic ML row: fvg_retest | none | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00114,synthetic_backtest,BTCUSD,1h,BUY,breakout,london,bearish,medium,66.24,1048.36,3.09,47,0,0,0,1,pin_bar_bullish,bullish,79,usd_bearish,backtest,2026-01-02 13:44:00,2026-01-02 14:44:00,64611.8,63223.12,66757.31,68902.82,66194.89,win,1.14,"Synthetic ML row: breakout | pin_bar_bullish | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00115,synthetic_backtest,BTCUSD,15m,SELL,breakout,london,high_volatility,low,28.46,799.62,3.05,85,1,1,1,0,doji,neutral,69,usd_bearish,backtest,2026-01-02 14:05:00,2026-01-02 15:35:00,64806.41,65443.75,63834.48,62862.54,65596.71,loss,-1.24,"Synthetic ML row: breakout | doji | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00116,synthetic_backtest,GBPUSD,1h,SELL,fvg_retest,london,bullish,low,1.62,18.22,3.48,60,1,0,1,1,shooting_star,bearish,37,usd_bearish,backtest,2026-01-02 14:19:00,2026-01-02 17:19:00,1.313,1.31504,1.30945,1.3059,1.30702,win,2.93,"Synthetic ML row: fvg_retest | shooting_star | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00117,synthetic_backtest,USDJPY,30m,BUY,range_rejection,overlap,bearish,low,0.75,21.99,2.28,65,0,1,0,0,pin_bar_bearish,bearish,57,neutral,backtest,2026-01-02 14:23:00,2026-01-02 14:38:00,160.655,160.353,160.998,161.342,160.35,loss,-1.01,"Synthetic ML row: range_rejection | pin_bar_bearish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00118,synthetic_backtest,XAUUSD,5m,BUY,reversal,asia,bullish,high,2.29,15.0,1.67,52,0,0,1,1,tweezer_bottom,bullish,78,neutral,backtest,2026-01-02 14:59:00,2026-01-02 15:14:00,2360.62,2359.03,2361.95,2363.28,2359.08,loss,-0.97,"Synthetic ML row: reversal | tweezer_bottom | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00119,synthetic_backtest,XAUUSD,1h,SELL,liquidity_sweep,london,high_volatility,medium,4.32,21.75,3.25,65,0,1,0,1,marubozu_bearish,bearish,47,usd_bearish,backtest,2026-01-02 15:00:00,2026-01-02 15:30:00,2343.45,2346.3,2338.81,2334.18,2346.98,loss,-1.24,"Synthetic ML row: liquidity_sweep | marubozu_bearish | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00120,synthetic_backtest,XAUUSD,5m,SELL,order_block_retest,new_york,high_volatility,medium,2.12,21.6,2.47,49,1,0,0,1,none,neutral,0,neutral,backtest,2026-01-02 15:11:00,2026-01-02 16:11:00,2382.75,2384.42,2380.7,2378.64,2380.2,win,1.53,"Synthetic ML row: order_block_retest | none | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00121,synthetic_backtest,GBPUSD,1h,SELL,liquidity_sweep,asia,bullish,low,0.99,21.04,3.59,46,1,1,0,1,inverted_hammer,bullish,26,usd_bullish,backtest,2026-01-02 15:17:00,2026-01-02 16:02:00,1.30272,1.30437,1.29975,1.29678,1.30176,win,0.58,"Synthetic ML row: liquidity_sweep | inverted_hammer | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00122,synthetic_backtest,XAUUSD,30m,BUY,order_block_retest,london,bullish,low,4.02,15.35,2.61,55,0,1,1,1,hammer,bullish,27,usd_bearish,backtest,2026-01-02 15:32:00,2026-01-02 15:47:00,2367.12,2365.32,2369.46,2371.81,2372.53,win,3.01,"Synthetic ML row: order_block_retest | hammer | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00123,synthetic_backtest,GBPUSD,15m,BUY,liquidity_sweep,asia,low_volatility,low,2.1,13.92,1.39,68,0,1,0,0,marubozu_bearish,bearish,85,usd_bullish,backtest,2026-01-02 16:13:00,2026-01-02 17:13:00,1.24994,1.24899,1.2506,1.25125,1.24945,loss,-0.52,"Synthetic ML row: liquidity_sweep | marubozu_bearish | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00124,synthetic_backtest,BTCUSD,5m,BUY,range_rejection,london,bearish,low,23.55,1130.96,1.28,47,1,0,0,1,doji,neutral,31,usd_bullish,backtest,2026-01-02 16:25:00,2026-01-02 19:25:00,65863.62,65121.64,66338.49,66813.36,65262.62,loss,-0.81,"Synthetic ML row: range_rejection | doji | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00125,synthetic_backtest,GBPUSD,1h,BUY,support_resistance,overlap,bullish,medium,1.9,23.42,0.88,74,0,0,0,0,tweezer_bottom,bullish,65,usd_bullish,backtest,2026-01-02 16:20:00,2026-01-02 16:50:00,1.2451,1.24268,1.24616,1.24723,1.24508,breakeven,-0.01,"Synthetic ML row: support_resistance | tweezer_bottom | overlap | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00126,synthetic_backtest,USDJPY,1h,BUY,reversal,overlap,bearish,medium,0.99,12.52,1.16,76,1,0,1,1,shooting_star,bearish,28,usd_bullish,backtest,2026-01-02 16:30:00,2026-01-02 20:30:00,153.921,153.821,153.979,154.037,153.97,win,0.49,"Synthetic ML row: reversal | shooting_star | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00127,synthetic_backtest,XAUUSD,15m,BUY,reversal,new_york,sideways,low,2.14,23.87,3.22,54,0,1,0,0,evening_star,bearish,71,neutral,backtest,2026-01-02 17:10:00,2026-01-02 21:10:00,2404.05,2401.9,2407.51,2410.97,2409.55,win,2.56,"Synthetic ML row: reversal | evening_star | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00128,synthetic_backtest,XAUUSD,15m,BUY,trend_follow,london,bearish,medium,3.17,34.2,2.97,62,1,1,1,0,morning_star,bullish,85,usd_bearish,backtest,2026-01-02 17:12:00,2026-01-02 17:27:00,2298.03,2295.69,2301.51,2304.99,2302.64,win,1.97,"Synthetic ML row: trend_follow | morning_star | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00129,synthetic_backtest,XAUUSD,5m,SELL,order_block_retest,asia,high_volatility,low,2.94,19.55,3.61,77,1,0,0,1,none,neutral,0,neutral,backtest,2026-01-02 17:31:00,2026-01-02 19:01:00,2323.49,2325.06,2320.64,2317.79,2323.64,breakeven,-0.1,"Synthetic ML row: order_block_retest | none | asia | low news | breakeven. Use for testing pipeline, not as real edge."
