trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_SMC_ICT_00001,synthetic_smc_ict,USDJPY,30m,BUY,order_block_retest,london,high_volatility,medium,1.79,18.83,2.2,85,1,0,1,1,doji,neutral,85,usd_bearish,smc_ict,2026-01-01 09:22:00,2026-01-01 09:37:00,157.151,156.988,157.33,157.509,157.22,win,0.42,"Synthetic ML row: order_block_retest | doji | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00063,synthetic_smc_ict,USDJPY,15m,SELL,range_rejection,asia,sideways,medium,1.03,10.89,3.25,75,1,0,0,0,outside_bar,neutral,93,usd_bullish,smc_ict,2026-01-02 01:09:00,2026-01-02 04:09:00,158.879,159.018,158.652,158.425,158.721,win,1.13,"Synthetic ML row: range_rejection | outside_bar | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00064,synthetic_smc_ict,BTCUSD,30m,BUY,fvg_retest,overlap,sideways,high,21.86,500.41,1.93,92,1,1,1,0,pin_bar_bullish,bullish,58,usd_bearish,smc_ict,2026-01-02 01:00:00,2026-01-02 04:00:00,63265.7,62801.8,63713.36,64161.02,63984.74,win,1.55,"Synthetic ML row: fvg_retest | pin_bar_bullish | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00065,synthetic_smc_ict,EURUSD,30m,SELL,fvg_retest,asia,bullish,medium,1.23,7.59,1.49,77,0,1,1,0,piercing_line,bullish,28,usd_bearish,smc_ict,2026-01-02 01:33:00,2026-01-02 05:33:00,1.11443,1.11546,1.11366,1.11289,1.11279,win,1.59,"Synthetic ML row: fvg_retest | piercing_line | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00066,synthetic_smc_ict,USDJPY,15m,SELL,liquidity_sweep,london,bearish,medium,0.76,8.15,3.2,65,0,1,0,1,hanging_man,bearish,68,neutral,smc_ict,2026-01-02 01:48:00,2026-01-02 02:48:00,156.78,156.857,156.656,156.532,156.701,win,1.02,"Synthetic ML row: liquidity_sweep | hanging_man | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00067,synthetic_smc_ict,GBPUSD,30m,SELL,fvg_retest,new_york,sideways,low,1.2,18.52,3.05,61,0,0,1,0,three_black_crows,bearish,52,neutral,smc_ict,2026-01-02 02:10:00,2026-01-02 02:25:00,1.30037,1.30157,1.29854,1.29671,1.2985,win,1.56,"Synthetic ML row: fvg_retest | three_black_crows | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00068,synthetic_smc_ict,BTCUSD,5m,SELL,range_rejection,new_york,low_volatility,high,65.08,708.35,3.36,50,1,1,1,1,inside_bar,neutral,67,neutral,smc_ict,2026-01-02 02:24:00,2026-01-02 05:24:00,66239.25,66928.17,65081.86,63924.47,66769.72,loss,-0.77,"Synthetic ML row: range_rejection | inside_bar | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00069,synthetic_smc_ict,EURUSD,5m,SELL,liquidity_sweep,london,bearish,medium,0.79,10.55,1.63,59,0,1,1,0,dark_cloud_cover,bearish,62,neutral,smc_ict,2026-01-02 02:44:00,2026-01-02 04:44:00,1.1106,1.11184,1.10959,1.10858,1.10682,win,3.06,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00070,synthetic_smc_ict,BTCUSD,15m,BUY,liquidity_sweep,new_york,bullish,low,75.14,841.08,1.45,55,0,1,0,1,morning_star,bullish,94,usd_bearish,smc_ict,2026-01-02 02:30:00,2026-01-02 03:15:00,66472.79,65332.69,67299.35,68125.92,65594.92,loss,-0.77,"Synthetic ML row: liquidity_sweep | morning_star | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00071,synthetic_smc_ict,XAUUSD,5m,SELL,liquidity_sweep,london,sideways,medium,3.94,10.51,1.36,82,1,1,0,0,three_black_crows,bearish,81,neutral,smc_ict,2026-01-02 03:08:00,2026-01-02 05:08:00,2338.03,2339.22,2337.23,2336.43,2335.05,win,2.52,"Synthetic ML row: liquidity_sweep | three_black_crows | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00072,synthetic_smc_ict,XAUUSD,1h,SELL,range_rejection,london,bearish,low,1.7,33.54,2.89,59,1,0,0,0,three_white_soldiers,bullish,76,neutral,smc_ict,2026-01-02 03:00:00,2026-01-02 04:30:00,2382.38,2386.8,2375.99,2369.6,2375.39,win,1.58,"Synthetic ML row: range_rejection | three_white_soldiers | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00073,synthetic_smc_ict,XAUUSD,15m,BUY,range_rejection,asia,bearish,low,3.35,30.23,2.14,56,1,0,1,0,bearish_engulfing,bearish,32,neutral,smc_ict,2026-01-02 03:15:00,2026-01-02 07:15:00,2308.27,2305.48,2311.26,2314.25,2309.84,win,0.56,"Synthetic ML row: range_rejection | bearish_engulfing | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00074,synthetic_smc_ict,GBPUSD,30m,SELL,liquidity_sweep,asia,bullish,low,1.27,17.17,2.48,55,1,1,1,0,none,neutral,0,usd_bullish,smc_ict,2026-01-02 03:32:00,2026-01-02 04:02:00,1.31086,1.31253,1.30879,1.30672,1.31006,win,0.48,"Synthetic ML row: liquidity_sweep | none | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00075,synthetic_smc_ict,USDJPY,15m,SELL,range_rejection,overlap,bullish,medium,0.73,13.88,3.46,81,0,0,1,1,pin_bar_bearish,bearish,41,usd_bullish,smc_ict,2026-01-02 03:48:00,2026-01-02 06:48:00,154.16,154.311,153.897,153.635,153.793,win,2.42,"Synthetic ML row: range_rejection | pin_bar_bearish | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00076,synthetic_smc_ict,EURUSD,30m,BUY,fvg_retest,london,bearish,medium,1.72,5.44,3.7,69,1,1,1,0,morning_star,bullish,66,neutral,smc_ict,2026-01-02 04:20:00,2026-01-02 04:35:00,1.10683,1.10632,1.10779,1.10874,1.1073,win,0.9,"Synthetic ML row: fvg_retest | morning_star | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00077,synthetic_smc_ict,USDJPY,5m,SELL,range_rejection,new_york,bearish,low,1.68,20.78,1.88,56,1,0,0,0,doji,neutral,83,usd_bearish,smc_ict,2026-01-02 04:25:00,2026-01-02 05:55:00,152.106,152.291,151.931,151.757,152.195,loss,-0.48,"Synthetic ML row: range_rejection | doji | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00078,synthetic_smc_ict,XAUUSD,5m,BUY,order_block_retest,london,bullish,low,4.4,34.24,1.38,77,1,1,1,1,piercing_line,bullish,64,usd_bullish,smc_ict,2026-01-02 04:53:00,2026-01-02 06:53:00,2353.61,2349.42,2356.5,2359.39,2365.76,win,2.9,"Synthetic ML row: order_block_retest | piercing_line | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00079,synthetic_smc_ict,BTCUSD,30m,BUY,fvg_retest,new_york,low_volatility,medium,27.39,1127.18,3.09,79,1,1,1,1,evening_star,bearish,37,neutral,smc_ict,2026-01-02 05:13:00,2026-01-02 08:13:00,66535.6,65437.28,68232.52,69929.44,68139.16,win,1.46,"Synthetic ML row: fvg_retest | evening_star | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00080,synthetic_smc_ict,EURUSD,5m,SELL,liquidity_sweep,asia,sideways,medium,1.76,17.69,3.93,70,0,1,0,0,bearish_engulfing,bearish,77,usd_bullish,smc_ict,2026-01-02 05:11:00,2026-01-02 05:41:00,1.06718,1.06959,1.06246,1.05773,1.0649,win,0.95,"Synthetic ML row: liquidity_sweep | bearish_engulfing | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00081,synthetic_smc_ict,EURUSD,5m,SELL,range_rejection,new_york,sideways,medium,0.63,13.17,2.31,87,1,0,0,0,morning_star,bullish,60,usd_bearish,smc_ict,2026-01-02 05:39:00,2026-01-02 07:39:00,1.10943,1.11122,1.10736,1.10529,1.10839,win,0.58,"Synthetic ML row: range_rejection | morning_star | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00082,synthetic_smc_ict,XAUUSD,30m,SELL,fvg_retest,asia,sideways,low,3.3,17.79,3.58,87,0,1,1,1,pin_bar_bullish,bullish,91,usd_bearish,smc_ict,2026-01-02 05:33:00,2026-01-02 07:03:00,2398.27,2400.38,2394.49,2390.71,2400.88,loss,-1.24,"Synthetic ML row: fvg_retest | pin_bar_bullish | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00083,synthetic_smc_ict,GBPUSD,1h,SELL,liquidity_sweep,new_york,bearish,low,1.7,8.77,3.3,90,0,1,0,1,harami_bearish,bearish,87,usd_bearish,smc_ict,2026-01-02 06:04:00,2026-01-02 06:34:00,1.28191,1.28299,1.28012,1.27834,1.27923,win,2.48,"Synthetic ML row: liquidity_sweep | harami_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00084,synthetic_smc_ict,XAUUSD,5m,BUY,range_rejection,overlap,sideways,low,3.07,33.39,3.4,85,0,1,1,0,harami_bearish,bearish,30,neutral,smc_ict,2026-01-02 06:05:00,2026-01-02 06:20:00,2368.4,2365.52,2373.3,2378.2,2366.88,loss,-0.53,"Synthetic ML row: range_rejection | harami_bearish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00085,synthetic_smc_ict,GBPUSD,5m,SELL,fvg_retest,new_york,bullish,medium,2.19,11.47,3.34,58,1,0,1,0,pin_bar_bullish,bullish,60,neutral,smc_ict,2026-01-02 06:20:00,2026-01-02 10:20:00,1.30228,1.30328,1.30062,1.29896,1.30103,win,1.26,"Synthetic ML row: fvg_retest | pin_bar_bullish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00086,synthetic_smc_ict,BTCUSD,30m,BUY,fvg_retest,overlap,sideways,low,70.21,659.71,1.88,73,1,1,1,0,inverted_hammer,bullish,88,usd_bearish,smc_ict,2026-01-02 06:36:00,2026-01-02 08:06:00,66594.44,65829.05,67313.9,68033.36,67436.36,win,1.1,"Synthetic ML row: fvg_retest | inverted_hammer | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00087,synthetic_smc_ict,BTCUSD,15m,SELL,range_rejection,london,bullish,medium,19.05,1153.88,3.41,63,1,0,0,1,pin_bar_bearish,bearish,43,neutral,smc_ict,2026-01-02 06:49:00,2026-01-02 08:19:00,63152.8,64052.34,61619.09,60085.38,63629.55,loss,-0.53,"Synthetic ML row: range_rejection | pin_bar_bearish | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00088,synthetic_smc_ict,EURUSD,15m,BUY,order_block_retest,london,bullish,medium,1.24,10.36,3.51,82,1,0,1,1,bullish_engulfing,bullish,86,usd_bearish,smc_ict,2026-01-02 07:22:00,2026-01-02 09:22:00,1.10475,1.10391,1.10623,1.1077,1.10606,win,1.55,"Synthetic ML row: order_block_retest | bullish_engulfing | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00089,synthetic_smc_ict,GBPUSD,15m,SELL,fvg_retest,london,low_volatility,low,2.08,23.75,3.07,79,1,1,1,0,harami_bearish,bearish,56,usd_bearish,smc_ict,2026-01-02 07:32:00,2026-01-02 08:32:00,1.27234,1.27486,1.26848,1.26462,1.26598,win,2.53,"Synthetic ML row: fvg_retest | harami_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00090,synthetic_smc_ict,XAUUSD,1h,SELL,liquidity_sweep,london,low_volatility,low,4.1,11.99,2.98,49,1,1,0,0,marubozu_bullish,bullish,82,neutral,smc_ict,2026-01-02 07:49:00,2026-01-02 11:49:00,2340.25,2341.7,2338.08,2335.92,2336.75,win,2.41,"Synthetic ML row: liquidity_sweep | marubozu_bullish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00091,synthetic_smc_ict,EURUSD,15m,SELL,fvg_retest,new_york,sideways,low,1.39,9.09,0.82,84,1,0,1,0,pin_bar_bullish,bullish,90,usd_bullish,smc_ict,2026-01-02 07:58:00,2026-01-02 08:43:00,1.10014,1.10087,1.09984,1.09954,1.09875,win,1.91,"Synthetic ML row: fvg_retest | pin_bar_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00092,synthetic_smc_ict,BTCUSD,15m,BUY,liquidity_sweep,asia,sideways,high,39.72,881.24,1.24,66,1,1,1,0,shooting_star,bearish,76,usd_bullish,smc_ict,2026-01-02 08:08:00,2026-01-02 12:08:00,63403.86,62691.47,63845.55,64287.24,65177.74,win,2.49,"Synthetic ML row: liquidity_sweep | shooting_star | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00093,synthetic_smc_ict,EURUSD,30m,BUY,fvg_retest,overlap,bearish,medium,0.72,17.53,2.49,45,1,0,1,0,bullish_engulfing,bullish,32,usd_bearish,smc_ict,2026-01-02 08:21:00,2026-01-02 12:21:00,1.06428,1.06293,1.06598,1.06767,1.06367,loss,-0.45,"Synthetic ML row: fvg_retest | bullish_engulfing | overlap | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00094,synthetic_smc_ict,GBPUSD,15m,BUY,order_block_retest,new_york,high_volatility,medium,1.89,9.04,3.79,63,1,1,1,1,three_black_crows,bearish,28,usd_bullish,smc_ict,2026-01-02 08:33:00,2026-01-02 12:33:00,1.25153,1.25087,1.25277,1.25401,1.25279,win,1.93,"Synthetic ML row: order_block_retest | three_black_crows | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00095,synthetic_smc_ict,BTCUSD,1h,SELL,liquidity_sweep,overlap,bearish,low,77.31,665.31,3.34,47,0,1,0,0,harami_bullish,bullish,95,usd_bearish,smc_ict,2026-01-02 09:11:00,2026-01-02 09:41:00,66356.32,66803.92,65608.83,64861.35,65219.43,win,2.54,"Synthetic ML row: liquidity_sweep | harami_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00096,synthetic_smc_ict,GBPUSD,15m,SELL,range_rejection,london,sideways,low,1.43,13.61,2.39,95,1,0,0,0,dark_cloud_cover,bearish,80,usd_bearish,smc_ict,2026-01-02 09:06:00,2026-01-02 09:36:00,1.26024,1.2617,1.2585,1.25676,1.25723,win,2.07,"Synthetic ML row: range_rejection | dark_cloud_cover | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00097,synthetic_smc_ict,BTCUSD,30m,BUY,range_rejection,new_york,bullish,low,62.22,700.18,1.37,68,1,0,1,1,doji,neutral,70,neutral,smc_ict,2026-01-02 09:17:00,2026-01-02 10:17:00,64981.57,64241.54,65488.49,65995.42,65751.21,win,1.04,"Synthetic ML row: range_rejection | doji | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00098,synthetic_smc_ict,BTCUSD,5m,BUY,liquidity_sweep,overlap,sideways,low,37.28,1029.68,0.94,54,1,1,1,1,pin_bar_bullish,bullish,67,neutral,smc_ict,2026-01-02 09:52:00,2026-01-02 11:22:00,63849.02,62507.4,64479.58,65110.14,65915.11,win,1.54,"Synthetic ML row: liquidity_sweep | pin_bar_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00099,synthetic_smc_ict,GBPUSD,5m,SELL,range_rejection,london,bullish,low,1.69,10.79,2.84,52,1,0,1,0,pin_bar_bearish,bearish,26,usd_bullish,smc_ict,2026-01-02 10:06:00,2026-01-02 13:06:00,1.25854,1.25943,1.25727,1.256,1.25635,win,2.45,"Synthetic ML row: range_rejection | pin_bar_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00100,synthetic_smc_ict,BTCUSD,5m,SELL,liquidity_sweep,new_york,high_volatility,low,44.56,266.98,0.92,69,0,1,0,0,marubozu_bullish,bullish,88,usd_bullish,smc_ict,2026-01-02 10:19:00,2026-01-02 12:19:00,64758.62,64949.3,64670.91,64583.2,64672.82,win,0.45,"Synthetic ML row: liquidity_sweep | marubozu_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00101,synthetic_smc_ict,BTCUSD,15m,BUY,order_block_retest,new_york,bullish,medium,55.8,560.88,1.29,63,1,0,0,1,outside_bar,neutral,57,neutral,smc_ict,2026-01-02 10:29:00,2026-01-02 10:59:00,66339.35,65732.85,66730.54,67121.73,67194.51,win,1.41,"Synthetic ML row: order_block_retest | outside_bar | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00102,synthetic_smc_ict,GBPUSD,15m,BUY,range_rejection,new_york,bullish,low,0.76,22.33,2.99,45,0,1,1,0,tweezer_top,bearish,93,usd_bearish,smc_ict,2026-01-02 10:48:00,2026-01-02 11:18:00,1.30231,1.29961,1.30635,1.31039,1.30226,breakeven,-0.02,"Synthetic ML row: range_rejection | tweezer_top | new_york | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00103,synthetic_smc_ict,XAUUSD,5m,BUY,fvg_retest,new_york,low_volatility,high,3.34,17.32,3.96,74,1,1,1,1,harami_bullish,bullish,74,usd_bearish,smc_ict,2026-01-02 11:08:00,2026-01-02 11:53:00,2415.29,2413.71,2418.41,2421.54,2416.8,win,0.96,"Synthetic ML row: fvg_retest | harami_bullish | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00104,synthetic_smc_ict,GBPUSD,30m,BUY,range_rejection,new_york,bearish,low,1.01,13.9,3.63,74,1,1,0,1,three_white_soldiers,bullish,94,neutral,smc_ict,2026-01-02 11:10:00,2026-01-02 14:10:00,1.24693,1.24551,1.24952,1.2521,1.24903,win,1.47,"Synthetic ML row: range_rejection | three_white_soldiers | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00105,synthetic_smc_ict,EURUSD,15m,BUY,range_rejection,new_york,sideways,high,1.21,10.88,3.69,94,1,0,0,0,marubozu_bullish,bullish,77,neutral,smc_ict,2026-01-02 11:31:00,2026-01-02 14:31:00,1.06419,1.06315,1.0661,1.06802,1.06676,win,2.48,"Synthetic ML row: range_rejection | marubozu_bullish | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00106,synthetic_smc_ict,EURUSD,15m,SELL,range_rejection,london,sideways,medium,1.49,11.33,2.75,93,0,0,0,1,marubozu_bearish,bearish,50,neutral,smc_ict,2026-01-02 11:55:00,2026-01-02 12:25:00,1.05803,1.05872,1.05709,1.05614,1.05766,win,0.54,"Synthetic ML row: range_rejection | marubozu_bearish | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00107,synthetic_smc_ict,XAUUSD,5m,SELL,order_block_retest,london,bullish,high,3.98,20.83,3.05,63,1,1,1,1,inside_bar,neutral,33,usd_bearish,smc_ict,2026-01-02 12:14:00,2026-01-02 15:14:00,2301.82,2303.99,2298.51,2295.2,2304.51,loss,-1.24,"Synthetic ML row: order_block_retest | inside_bar | london | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00108,synthetic_smc_ict,USDJPY,15m,SELL,liquidity_sweep,overlap,bullish,medium,1.67,15.38,3.96,68,1,1,0,0,bearish_engulfing,bearish,42,usd_bearish,smc_ict,2026-01-02 12:30:00,2026-01-02 14:30:00,159.814,160.028,159.391,158.967,159.688,win,0.59,"Synthetic ML row: liquidity_sweep | bearish_engulfing | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00109,synthetic_smc_ict,GBPUSD,15m,BUY,liquidity_sweep,asia,bearish,low,2.12,8.41,2.73,76,1,1,0,1,harami_bullish,bullish,50,usd_bullish,smc_ict,2026-01-02 12:23:00,2026-01-02 12:38:00,1.27421,1.27309,1.27573,1.27725,1.27306,loss,-1.03,"Synthetic ML row: liquidity_sweep | harami_bullish | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00110,synthetic_smc_ict,XAUUSD,30m,BUY,range_rejection,london,bearish,high,1.53,23.49,1.77,57,0,0,1,1,harami_bullish,bullish,35,usd_bearish,smc_ict,2026-01-02 12:52:00,2026-01-02 15:52:00,2326.82,2323.91,2329.41,2331.99,2326.91,breakeven,0.03,"Synthetic ML row: range_rejection | harami_bullish | london | high news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00111,synthetic_smc_ict,USDJPY,30m,SELL,range_rejection,asia,bullish,low,1.88,19.78,3.67,46,0,0,1,1,inside_bar,neutral,59,usd_bullish,smc_ict,2026-01-02 12:52:00,2026-01-02 13:22:00,159.609,159.729,159.388,159.167,159.487,win,1.01,"Synthetic ML row: range_rejection | inside_bar | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00112,synthetic_smc_ict,XAUUSD,5m,SELL,fvg_retest,asia,high_volatility,medium,4.25,33.02,1.39,90,1,0,1,0,harami_bullish,bullish,38,usd_bullish,smc_ict,2026-01-02 13:22:00,2026-01-02 13:52:00,2334.05,2337.69,2331.53,2329.0,2330.64,win,0.94,"Synthetic ML row: fvg_retest | harami_bullish | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00113,synthetic_smc_ict,EURUSD,15m,SELL,fvg_retest,new_york,sideways,low,0.74,5.08,1.36,57,1,1,1,0,none,neutral,0,usd_bearish,smc_ict,2026-01-02 13:42:00,2026-01-02 15:42:00,1.10168,1.10208,1.10141,1.10114,1.10189,loss,-0.53,"Synthetic ML row: fvg_retest | none | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00114,synthetic_smc_ict,USDJPY,1h,SELL,order_block_retest,new_york,bearish,low,1.66,7.03,1.0,67,1,1,0,1,tweezer_top,bearish,25,neutral,smc_ict,2026-01-02 13:54:00,2026-01-02 17:54:00,151.626,151.71,151.584,151.542,151.507,win,1.42,"Synthetic ML row: order_block_retest | tweezer_top | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00115,synthetic_smc_ict,XAUUSD,30m,SELL,fvg_retest,new_york,low_volatility,medium,3.79,16.46,4.0,57,1,0,1,0,three_black_crows,bearish,70,usd_bullish,smc_ict,2026-01-02 14:10:00,2026-01-02 17:10:00,2344.87,2347.04,2340.53,2336.18,2341.7,win,1.46,"Synthetic ML row: fvg_retest | three_black_crows | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00116,synthetic_smc_ict,USDJPY,15m,BUY,fvg_retest,new_york,low_volatility,low,1.53,8.76,2.7,56,1,0,1,1,dark_cloud_cover,bearish,44,usd_bullish,smc_ict,2026-01-02 14:06:00,2026-01-02 14:21:00,156.175,156.111,156.261,156.347,156.235,win,0.95,"Synthetic ML row: fvg_retest | dark_cloud_cover | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00117,synthetic_smc_ict,BTCUSD,15m,SELL,order_block_retest,london,bearish,medium,60.01,788.21,1.25,78,1,0,1,1,tweezer_bottom,bullish,32,usd_bearish,smc_ict,2026-01-02 14:24:00,2026-01-02 17:24:00,65435.34,66286.05,64903.65,64371.96,64610.16,win,0.97,"Synthetic ML row: order_block_retest | tweezer_bottom | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00118,synthetic_smc_ict,BTCUSD,30m,SELL,range_rejection,new_york,high_volatility,medium,27.87,1065.47,1.8,75,1,0,0,0,hammer,bullish,27,usd_bearish,smc_ict,2026-01-02 14:58:00,2026-01-02 15:43:00,66815.35,68120.84,65640.4,64465.46,68094.73,loss,-0.98,"Synthetic ML row: range_rejection | hammer | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00119,synthetic_smc_ict,BTCUSD,15m,BUY,fvg_retest,new_york,sideways,low,47.99,635.82,3.68,91,1,0,1,0,tweezer_top,bearish,37,usd_bearish,smc_ict,2026-01-02 15:12:00,2026-01-02 15:27:00,64897.61,64402.52,65808.58,66719.55,66100.69,win,2.43,"Synthetic ML row: fvg_retest | tweezer_top | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00120,synthetic_smc_ict,XAUUSD,30m,SELL,fvg_retest,overlap,bullish,low,3.44,33.86,2.71,52,1,0,1,1,tweezer_bottom,bullish,65,usd_bearish,smc_ict,2026-01-02 15:16:00,2026-01-02 16:46:00,2314.5,2317.55,2310.37,2306.23,2311.45,win,1.0,"Synthetic ML row: fvg_retest | tweezer_bottom | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00121,synthetic_smc_ict,XAUUSD,30m,SELL,liquidity_sweep,london,bullish,low,2.65,12.24,2.22,65,1,1,1,0,piercing_line,bullish,84,usd_bullish,smc_ict,2026-01-02 15:19:00,2026-01-02 17:19:00,2414.31,2415.17,2413.36,2412.41,2413.34,win,1.13,"Synthetic ML row: liquidity_sweep | piercing_line | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00122,synthetic_smc_ict,GBPUSD,30m,SELL,range_rejection,asia,bearish,medium,1.12,16.62,2.62,77,1,0,1,0,hanging_man,bearish,66,usd_bullish,smc_ict,2026-01-02 15:32:00,2026-01-02 16:17:00,1.24835,1.25004,1.24613,1.24391,1.24596,win,1.41,"Synthetic ML row: range_rejection | hanging_man | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00123,synthetic_smc_ict,EURUSD,30m,BUY,range_rejection,overlap,bearish,low,1.21,6.16,1.46,55,0,0,1,1,dark_cloud_cover,bearish,94,usd_bullish,smc_ict,2026-01-02 15:45:00,2026-01-02 16:00:00,1.0943,1.09359,1.09482,1.09534,1.09433,breakeven,0.04,"Synthetic ML row: range_rejection | dark_cloud_cover | overlap | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00124,synthetic_smc_ict,USDJPY,5m,BUY,fvg_retest,london,bullish,low,1.67,13.88,2.94,89,1,1,1,0,outside_bar,neutral,74,usd_bearish,smc_ict,2026-01-02 16:06:00,2026-01-02 17:06:00,156.975,156.891,157.099,157.223,156.977,breakeven,0.02,"Synthetic ML row: fvg_retest | outside_bar | london | low news | breakeven. Use for testing pipeline, not as real edge."
