trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_SMC_ICT_00143,synthetic_smc_ict,EURUSD,30m,BUY,order_block_retest,london,sideways,medium,1.33,7.67,3.33,66,0,1,1,1,three_black_crows,bearish,91,usd_bullish,smc_ict,2026-01-02 21:03:00,2026-01-03 01:03:00,1.08744,1.08689,1.08835,1.08927,1.08878,win,2.45,"Synthetic ML row: order_block_retest | three_black_crows | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00207,synthetic_backtest,EURUSD,1h,BUY,fvg_retest,london,bearish,low,1.36,6.45,2.9,47,0,1,1,0,marubozu_bullish,bullish,31,usd_bearish,backtest,2026-01-03 13:04:00,2026-01-03 17:04:00,1.0966,1.09596,1.09751,1.09843,1.09689,win,0.46,"Synthetic ML row: fvg_retest | marubozu_bullish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00172,synthetic_candles,XAUUSD,30m,BUY,range_rejection,new_york,bullish,low,3.82,19.28,2.13,63,0,0,0,0,harami_bearish,bearish,64,neutral,candlestick,2026-01-03 04:06:00,2026-01-03 08:06:00,2305.16,2302.54,2307.95,2310.74,2307.88,win,1.04,"Synthetic ML row: range_rejection | harami_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00039,synthetic_smc_ict,USDJPY,15m,BUY,range_rejection,london,low_volatility,low,1.23,16.1,3.46,47,1,1,0,1,pin_bar_bearish,bearish,36,neutral,smc_ict,2026-01-01 19:06:00,2026-01-01 20:36:00,153.458,153.271,153.781,154.104,153.688,win,1.23,"Synthetic ML row: range_rejection | pin_bar_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00007,synthetic_mt5_history,EURUSD,30m,SELL,range_rejection,asia,bullish,low,1.56,12.32,1.01,76,1,1,1,0,hammer,bullish,67,usd_bearish,mt5_history,2026-01-01 10:58:00,2026-01-01 13:58:00,1.07199,1.07299,1.07148,1.07098,1.07147,win,0.52,"Synthetic ML row: range_rejection | hammer | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00053,synthetic_candles,USDJPY,1h,SELL,order_block_retest,new_york,sideways,low,1.06,20.66,3.35,49,1,0,1,1,marubozu_bearish,bearish,65,usd_bullish,candlestick,2026-01-01 22:27:00,2026-01-01 23:12:00,157.092,157.359,156.645,156.198,157.303,loss,-0.79,"Synthetic ML row: order_block_retest | marubozu_bearish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00130,synthetic_mt5_history,USDJPY,15m,SELL,trend_follow,new_york,bearish,medium,1.32,19.04,2.49,94,1,1,0,0,morning_star,bullish,75,usd_bearish,mt5_history,2026-01-02 17:48:00,2026-01-02 18:33:00,154.959,155.174,154.691,154.423,154.414,win,2.53,"Synthetic ML row: trend_follow | morning_star | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00065,synthetic_mt5_history,EURUSD,1h,SELL,trend_follow,london,bullish,low,1.64,9.42,0.84,86,1,1,0,0,hanging_man,bearish,27,neutral,mt5_history,2026-01-02 01:27:00,2026-01-02 03:27:00,1.06217,1.06287,1.06187,1.06158,1.06,win,3.09,"Synthetic ML row: trend_follow | hanging_man | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00094,synthetic_candles,USDJPY,5m,BUY,trend_follow,asia,bearish,low,0.95,7.06,2.94,93,1,0,0,0,shooting_star,bearish,29,usd_bullish,candlestick,2026-01-02 08:36:00,2026-01-02 09:21:00,157.799,157.755,157.864,157.928,157.844,win,1.02,"Synthetic ML row: trend_follow | shooting_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00204,synthetic_smc_ict,BTCUSD,15m,SELL,range_rejection,london,sideways,low,26.99,853.65,2.73,68,0,1,1,0,evening_star,bearish,52,neutral,smc_ict,2026-01-03 12:17:00,2026-01-03 12:32:00,66310.29,67492.38,64696.73,63083.18,65092.73,win,1.03,"Synthetic ML row: range_rejection | evening_star | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00206,synthetic_smc_ict,USDJPY,15m,BUY,liquidity_sweep,new_york,bearish,medium,1.42,18.37,3.52,62,1,1,0,0,pin_bar_bearish,bearish,49,neutral,smc_ict,2026-01-03 12:37:00,2026-01-03 12:52:00,151.575,151.34,151.989,152.404,151.387,loss,-0.8,"Synthetic ML row: liquidity_sweep | pin_bar_bearish | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00148,synthetic_candles,GBPUSD,15m,SELL,fvg_retest,asia,bearish,low,1.46,21.2,3.55,72,1,1,1,0,bullish_engulfing,bullish,91,usd_bearish,candlestick,2026-01-02 22:10:00,2026-01-02 23:10:00,1.28784,1.29029,1.28349,1.27914,1.28524,win,1.06,"Synthetic ML row: fvg_retest | bullish_engulfing | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00013,synthetic_mt5_history,GBPUSD,5m,SELL,range_rejection,new_york,sideways,low,2.13,8.83,1.92,94,0,0,1,0,harami_bullish,bullish,95,neutral,mt5_history,2026-01-01 12:16:00,2026-01-01 12:46:00,1.25164,1.25234,1.25098,1.25031,1.25232,loss,-0.98,"Synthetic ML row: range_rejection | harami_bullish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00036,synthetic_starter,USDJPY,15m,SELL,order_block_retest,asia,low_volatility,high,1.79,7.71,2.02,67,1,0,1,1,hanging_man,bearish,57,neutral,mt5_history,2026-01-01 18:21:00,2026-01-01 21:21:00,154.086,154.168,154.004,153.922,154.038,win,0.6,"Synthetic ML row: order_block_retest | hanging_man | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00201,synthetic_backtest,EURUSD,5m,SELL,liquidity_sweep,new_york,bullish,medium,1.44,12.68,2.45,57,1,1,1,1,morning_star,bullish,67,usd_bullish,backtest,2026-01-03 11:23:00,2026-01-03 15:23:00,1.07111,1.07249,1.06942,1.06773,1.06684,win,3.1,"Synthetic ML row: liquidity_sweep | morning_star | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00225,synthetic_smc_ict,EURUSD,15m,BUY,fvg_retest,asia,high_volatility,high,1.18,13.23,2.16,92,0,0,1,0,outside_bar,neutral,33,usd_bullish,smc_ict,2026-01-03 17:33:00,2026-01-03 21:33:00,1.06183,1.06002,1.06379,1.06575,1.06542,win,1.98,"Synthetic ML row: fvg_retest | outside_bar | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00028,synthetic_candles,XAUUSD,30m,BUY,liquidity_sweep,london,bearish,low,1.55,29.45,2.67,70,1,1,0,0,harami_bullish,bullish,52,usd_bullish,candlestick,2026-01-01 16:15:00,2026-01-01 17:00:00,2331.87,2329.89,2334.51,2337.15,2331.99,breakeven,0.06,"Synthetic ML row: liquidity_sweep | harami_bullish | london | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00158,synthetic_candles,USDJPY,5m,BUY,range_rejection,asia,sideways,low,0.82,15.2,1.79,57,1,0,1,1,doji,neutral,41,neutral,candlestick,2026-01-03 00:34:00,2026-01-03 04:34:00,152.114,151.974,152.239,152.364,151.995,loss,-0.85,"Synthetic ML row: range_rejection | doji | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00177,synthetic_smc_ict,EURUSD,5m,BUY,liquidity_sweep,new_york,bullish,low,0.64,7.68,1.26,91,1,1,1,0,hanging_man,bearish,51,neutral,smc_ict,2026-01-03 05:23:00,2026-01-03 09:23:00,1.09562,1.09463,1.09624,1.09686,1.09809,win,2.5,"Synthetic ML row: liquidity_sweep | hanging_man | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00117,synthetic_backtest,USDJPY,30m,BUY,range_rejection,overlap,bearish,low,0.75,21.99,2.28,65,0,1,0,0,pin_bar_bearish,bearish,57,neutral,backtest,2026-01-02 14:23:00,2026-01-02 14:38:00,160.655,160.353,160.998,161.342,160.35,loss,-1.01,"Synthetic ML row: range_rejection | pin_bar_bearish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00208,synthetic_smc_ict,BTCUSD,1h,BUY,order_block_retest,new_york,bullish,medium,52.72,560.27,0.99,73,0,1,0,1,hanging_man,bearish,60,usd_bullish,smc_ict,2026-01-03 13:19:00,2026-01-03 14:04:00,64393.75,63808.62,64683.39,64973.03,63703.29,loss,-1.18,"Synthetic ML row: order_block_retest | hanging_man | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00150,synthetic_candles,USDJPY,30m,BUY,reversal,asia,bullish,low,0.63,19.49,3.71,46,1,0,1,0,pin_bar_bullish,bullish,58,neutral,candlestick,2026-01-02 22:36:00,2026-01-03 00:06:00,155.79,155.615,156.113,156.437,155.872,win,0.47,"Synthetic ML row: reversal | pin_bar_bullish | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00090,synthetic_candles,GBPUSD,1h,SELL,liquidity_sweep,new_york,bullish,low,0.89,18.32,1.72,56,0,1,1,1,morning_star,bullish,58,usd_bearish,candlestick,2026-01-02 07:38:00,2026-01-02 11:38:00,1.31282,1.31401,1.31179,1.31076,1.31346,loss,-0.54,"Synthetic ML row: liquidity_sweep | morning_star | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00043,synthetic_smc_ict,EURUSD,5m,SELL,liquidity_sweep,new_york,bearish,low,1.41,16.87,2.94,74,0,1,0,1,tweezer_bottom,bullish,45,neutral,smc_ict,2026-01-01 19:55:00,2026-01-01 21:25:00,1.10582,1.10782,1.10288,1.09994,1.10386,win,0.98,"Synthetic ML row: liquidity_sweep | tweezer_bottom | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00036,synthetic_smc_ict,EURUSD,15m,BUY,liquidity_sweep,asia,bullish,medium,1.35,14.59,1.86,88,1,1,0,1,outside_bar,neutral,37,usd_bearish,smc_ict,2026-01-01 18:30:00,2026-01-01 21:30:00,1.07956,1.0779,1.0811,1.08263,1.0779,loss,-1.0,"Synthetic ML row: liquidity_sweep | outside_bar | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00148,synthetic_mt5_history,XAUUSD,1h,BUY,range_rejection,new_york,bearish,low,2.04,34.77,2.13,91,1,0,0,1,piercing_line,bullish,44,usd_bearish,mt5_history,2026-01-02 22:02:00,2026-01-02 22:47:00,2404.48,2399.99,2409.26,2414.04,2415.97,win,2.56,"Synthetic ML row: range_rejection | piercing_line | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00058,synthetic_backtest,XAUUSD,5m,BUY,reversal,london,bearish,medium,3.68,31.11,3.31,67,0,1,1,0,tweezer_top,bearish,75,usd_bullish,backtest,2026-01-01 23:57:00,2026-01-02 00:57:00,2407.75,2405.51,2411.45,2415.15,2405.58,loss,-0.97,"Synthetic ML row: reversal | tweezer_top | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00149,synthetic_backtest,BTCUSD,5m,BUY,trend_follow,asia,high_volatility,low,38.57,189.95,3.98,83,1,1,0,1,morning_star,bullish,52,neutral,backtest,2026-01-02 22:27:00,2026-01-03 02:27:00,65710.74,65542.59,66045.35,66379.95,66129.42,win,2.49,"Synthetic ML row: trend_follow | morning_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00176,synthetic_candles,GBPUSD,1h,SELL,range_rejection,overlap,high_volatility,high,1.77,7.54,2.39,50,1,1,1,1,inside_bar,neutral,49,usd_bearish,candlestick,2026-01-03 05:14:00,2026-01-03 05:44:00,1.27364,1.27441,1.27271,1.27178,1.27459,loss,-1.23,"Synthetic ML row: range_rejection | inside_bar | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00224,synthetic_backtest,GBPUSD,30m,SELL,reversal,london,sideways,low,2.06,20.88,3.91,90,1,1,1,0,harami_bullish,bullish,82,usd_bearish,backtest,2026-01-03 17:22:00,2026-01-03 21:22:00,1.29386,1.29627,1.28914,1.28441,1.29584,loss,-0.82,"Synthetic ML row: reversal | harami_bullish | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00235,synthetic_candles,BTCUSD,15m,BUY,liquidity_sweep,london,bullish,low,35.93,274.24,2.56,67,0,1,0,0,three_black_crows,bearish,48,usd_bearish,candlestick,2026-01-03 19:48:00,2026-01-03 20:03:00,65579.62,65254.49,65995.8,66411.98,66051.08,win,1.45,"Synthetic ML row: liquidity_sweep | three_black_crows | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00231,synthetic_candles,USDJPY,5m,BUY,range_rejection,london,bearish,low,1.29,6.75,1.76,74,0,0,0,1,inside_bar,neutral,60,usd_bearish,candlestick,2026-01-03 18:52:00,2026-01-03 19:07:00,159.25,159.202,159.292,159.335,159.342,win,1.92,"Synthetic ML row: range_rejection | inside_bar | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00177,synthetic_backtest,GBPUSD,5m,SELL,support_resistance,overlap,bullish,low,0.75,21.6,1.47,61,1,0,0,1,harami_bullish,bullish,74,neutral,backtest,2026-01-03 05:30:00,2026-01-03 07:30:00,1.30241,1.30388,1.30133,1.30025,1.30012,win,1.56,"Synthetic ML row: support_resistance | harami_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00192,synthetic_backtest,GBPUSD,1h,BUY,reversal,new_york,low_volatility,medium,1.38,20.99,3.77,48,1,0,1,0,pin_bar_bullish,bullish,83,usd_bullish,backtest,2026-01-03 09:29:00,2026-01-03 10:59:00,1.25528,1.25349,1.25867,1.26205,1.2578,win,1.4,"Synthetic ML row: reversal | pin_bar_bullish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00054,synthetic_backtest,EURUSD,1h,BUY,order_block_retest,new_york,bearish,low,1.1,6.36,3.7,46,1,0,1,1,doji,neutral,32,usd_bullish,backtest,2026-01-01 22:46:00,2026-01-02 00:46:00,1.11233,1.11187,1.11317,1.11401,1.11255,win,0.5,"Synthetic ML row: order_block_retest | doji | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00055,synthetic_mt5_history,USDJPY,15m,SELL,support_resistance,new_york,high_volatility,medium,1.29,7.43,1.4,63,0,0,0,0,marubozu_bullish,bullish,51,neutral,mt5_history,2026-01-01 22:57:00,2026-01-02 00:27:00,157.876,157.934,157.834,157.793,157.943,loss,-1.15,"Synthetic ML row: support_resistance | marubozu_bullish | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00109,synthetic_starter,USDJPY,30m,BUY,breakout,london,bearish,high,1.97,21.27,1.02,74,1,1,0,1,marubozu_bearish,bearish,40,usd_bearish,backtest,2026-01-02 12:33:00,2026-01-02 14:03:00,158.445,158.276,158.531,158.618,158.638,win,1.14,"Synthetic ML row: breakout | marubozu_bearish | london | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00070,synthetic_candles,GBPUSD,15m,SELL,range_rejection,london,high_volatility,low,0.86,14.51,1.63,47,0,0,0,1,evening_star,bearish,87,usd_bullish,candlestick,2026-01-02 02:58:00,2026-01-02 06:58:00,1.24814,1.24975,1.24682,1.24551,1.24331,win,2.99,"Synthetic ML row: range_rejection | evening_star | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00145,synthetic_smc_ict,XAUUSD,15m,BUY,liquidity_sweep,asia,low_volatility,medium,4.28,26.54,1.46,87,1,1,0,1,pin_bar_bearish,bearish,38,neutral,smc_ict,2026-01-02 21:22:00,2026-01-02 22:22:00,2366.68,2363.88,2368.73,2370.78,2363.85,loss,-1.01,"Synthetic ML row: liquidity_sweep | pin_bar_bearish | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00064,synthetic_starter,BTCUSD,15m,BUY,fvg_retest,new_york,bullish,medium,30.0,371.35,2.63,84,0,1,1,1,marubozu_bearish,bearish,28,neutral,none,2026-01-02 01:30:00,2026-01-02 03:00:00,64933.48,64471.62,65540.84,66148.19,65838.74,win,1.96,"Synthetic ML row: fvg_retest | marubozu_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00028,synthetic_smc_ict,XAUUSD,15m,BUY,order_block_retest,london,sideways,high,1.68,21.32,2.12,92,1,1,1,1,dark_cloud_cover,bearish,85,usd_bearish,smc_ict,2026-01-01 16:19:00,2026-01-01 19:19:00,2402.37,2400.63,2404.21,2406.05,2402.44,breakeven,0.04,"Synthetic ML row: order_block_retest | dark_cloud_cover | london | high news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00206,synthetic_candles,GBPUSD,5m,BUY,reversal,new_york,bearish,low,1.22,8.77,3.73,87,0,1,0,1,harami_bullish,bullish,79,usd_bearish,candlestick,2026-01-03 12:57:00,2026-01-03 13:42:00,1.29625,1.29562,1.29742,1.2986,1.29595,loss,-0.47,"Synthetic ML row: reversal | harami_bullish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00243,synthetic_smc_ict,EURUSD,5m,SELL,liquidity_sweep,asia,bearish,high,0.65,10.81,2.35,74,1,1,0,0,inside_bar,neutral,67,usd_bullish,smc_ict,2026-01-03 22:15:00,2026-01-03 22:45:00,1.10587,1.107,1.10453,1.1032,1.10472,win,1.01,"Synthetic ML row: liquidity_sweep | inside_bar | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00017,synthetic_mt5_history,GBPUSD,15m,BUY,reversal,london,high_volatility,low,1.65,12.39,3.71,89,0,0,1,0,tweezer_top,bearish,36,usd_bullish,mt5_history,2026-01-01 13:24:00,2026-01-01 16:24:00,1.2511,1.25028,1.25261,1.25412,1.25028,loss,-1.0,"Synthetic ML row: reversal | tweezer_top | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00018,synthetic_backtest,EURUSD,5m,BUY,support_resistance,asia,sideways,low,0.72,16.27,3.76,90,1,0,1,0,bullish_engulfing,bullish,75,neutral,backtest,2026-01-01 13:56:00,2026-01-01 14:26:00,1.05342,1.05214,1.05582,1.05822,1.05459,win,0.92,"Synthetic ML row: support_resistance | bullish_engulfing | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00083,synthetic_starter,USDJPY,5m,SELL,fvg_retest,new_york,sideways,medium,0.8,10.17,3.79,82,1,1,1,0,doji,neutral,65,neutral,backtest,2026-01-02 06:02:00,2026-01-02 08:02:00,153.926,154.054,153.683,153.441,153.548,win,2.95,"Synthetic ML row: fvg_retest | doji | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00088,synthetic_backtest,USDJPY,30m,SELL,liquidity_sweep,new_york,sideways,medium,1.22,14.39,1.58,65,1,1,0,1,dark_cloud_cover,bearish,47,neutral,backtest,2026-01-02 07:09:00,2026-01-02 10:09:00,158.533,158.709,158.394,158.256,158.264,win,1.53,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00213,synthetic_candles,GBPUSD,30m,SELL,range_rejection,overlap,bullish,medium,1.42,21.77,0.92,55,1,1,0,1,tweezer_top,bearish,37,usd_bullish,candlestick,2026-01-03 14:40:00,2026-01-03 15:25:00,1.29557,1.29715,1.29484,1.29411,1.29385,win,1.08,"Synthetic ML row: range_rejection | tweezer_top | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00135,synthetic_backtest,GBPUSD,5m,BUY,liquidity_sweep,london,high_volatility,low,1.32,14.59,2.0,81,0,1,1,0,hammer,bullish,71,neutral,backtest,2026-01-02 18:49:00,2026-01-02 19:04:00,1.24406,1.24254,1.24557,1.24709,1.24222,loss,-1.21,"Synthetic ML row: liquidity_sweep | hammer | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00102,synthetic_starter,USDJPY,15m,BUY,order_block_retest,overlap,high_volatility,low,0.67,16.01,3.12,93,0,1,1,1,hammer,bullish,57,usd_bullish,backtest,2026-01-02 10:45:00,2026-01-02 11:15:00,152.758,152.633,152.953,153.148,152.808,win,0.4,"Synthetic ML row: order_block_retest | hammer | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00124,synthetic_smc_ict,USDJPY,5m,BUY,fvg_retest,london,bullish,low,1.67,13.88,2.94,89,1,1,1,0,outside_bar,neutral,74,usd_bearish,smc_ict,2026-01-02 16:06:00,2026-01-02 17:06:00,156.975,156.891,157.099,157.223,156.977,breakeven,0.02,"Synthetic ML row: fvg_retest | outside_bar | london | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00218,synthetic_backtest,EURUSD,5m,BUY,breakout,new_york,low_volatility,low,0.78,8.86,2.91,83,0,1,0,0,three_white_soldiers,bullish,49,neutral,backtest,2026-01-03 15:45:00,2026-01-03 17:45:00,1.10582,1.10468,1.10749,1.10915,1.10646,win,0.56,"Synthetic ML row: breakout | three_white_soldiers | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00081,synthetic_candles,XAUUSD,1h,SELL,range_rejection,london,bullish,medium,3.51,12.37,2.27,81,1,0,1,0,doji,neutral,41,neutral,candlestick,2026-01-02 05:40:00,2026-01-02 07:40:00,2367.88,2369.32,2366.25,2364.61,2364.31,win,2.48,"Synthetic ML row: range_rejection | doji | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00068,synthetic_mt5_history,GBPUSD,1h,SELL,range_rejection,overlap,sideways,high,1.15,19.6,1.53,67,0,1,0,0,piercing_line,bullish,90,neutral,mt5_history,2026-01-02 02:26:00,2026-01-02 06:26:00,1.25326,1.25597,1.25119,1.24911,1.25532,loss,-0.76,"Synthetic ML row: range_rejection | piercing_line | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00207,synthetic_smc_ict,USDJPY,1h,SELL,order_block_retest,asia,high_volatility,low,1.96,19.67,0.95,49,1,1,0,1,hammer,bullish,35,usd_bearish,smc_ict,2026-01-03 12:55:00,2026-01-03 13:10:00,155.761,156.001,155.647,155.533,155.871,loss,-0.46,"Synthetic ML row: order_block_retest | hammer | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00117,synthetic_starter,USDJPY,15m,SELL,trend_follow,london,bullish,low,0.85,18.84,3.58,48,0,1,1,0,bullish_engulfing,bullish,25,usd_bullish,blue_journal,2026-01-02 14:45:00,2026-01-02 15:15:00,155.015,155.27,154.559,154.102,154.487,win,2.07,"Synthetic ML row: trend_follow | bullish_engulfing | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00046,synthetic_backtest,XAUUSD,15m,SELL,range_rejection,overlap,bearish,low,3.46,34.75,1.09,88,1,0,1,1,marubozu_bearish,bearish,37,neutral,backtest,2026-01-01 20:49:00,2026-01-01 21:04:00,2400.84,2403.37,2399.47,2398.09,2403.4,loss,-1.01,"Synthetic ML row: range_rejection | marubozu_bearish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00065,synthetic_starter,USDJPY,1h,SELL,support_resistance,asia,bearish,low,1.81,21.61,1.22,68,1,0,1,1,three_black_crows,bearish,68,neutral,smc_ict,2026-01-02 01:16:00,2026-01-02 02:46:00,160.374,160.653,160.204,160.034,160.115,win,0.93,"Synthetic ML row: support_resistance | three_black_crows | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00031,synthetic_candles,BTCUSD,15m,SELL,order_block_retest,new_york,bearish,low,16.53,1026.95,1.22,47,1,0,0,1,outside_bar,neutral,77,usd_bullish,candlestick,2026-01-01 17:01:00,2026-01-01 18:31:00,63241.43,64038.94,62754.95,62268.48,62021.25,win,1.53,"Synthetic ML row: order_block_retest | outside_bar | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00132,synthetic_candles,EURUSD,30m,BUY,support_resistance,new_york,sideways,low,1.66,11.19,2.23,68,1,1,0,0,shooting_star,bearish,43,neutral,candlestick,2026-01-02 18:18:00,2026-01-02 22:18:00,1.09388,1.09232,1.09563,1.09737,1.09207,loss,-1.16,"Synthetic ML row: support_resistance | shooting_star | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00080,synthetic_starter,GBPUSD,30m,BUY,range_rejection,overlap,bearish,high,1.72,16.45,0.95,67,1,1,1,0,inside_bar,neutral,32,neutral,booming_bulls_notes,2026-01-02 05:13:00,2026-01-02 05:58:00,1.25969,1.25846,1.26028,1.26086,1.25849,loss,-0.98,"Synthetic ML row: range_rejection | inside_bar | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00047,synthetic_backtest,BTCUSD,5m,BUY,order_block_retest,overlap,bullish,low,71.07,1135.83,2.14,45,1,0,0,1,hammer,bullish,74,neutral,backtest,2026-01-01 21:14:00,2026-01-02 00:14:00,64845.97,63480.12,66307.43,67768.89,66990.36,win,1.57,"Synthetic ML row: order_block_retest | hammer | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00062,synthetic_starter,GBPUSD,5m,SELL,reversal,new_york,bearish,low,1.89,7.45,2.57,68,1,0,0,0,harami_bearish,bearish,71,usd_bearish,candlestick,2026-01-02 00:42:00,2026-01-02 04:42:00,1.27697,1.27787,1.2758,1.27464,1.27745,loss,-0.54,"Synthetic ML row: reversal | harami_bearish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00056,synthetic_mt5_history,EURUSD,15m,BUY,reversal,asia,bearish,high,1.2,8.43,3.64,55,1,0,0,0,harami_bullish,bullish,77,neutral,mt5_history,2026-01-01 23:01:00,2026-01-01 23:46:00,1.0538,1.05303,1.0552,1.0566,1.05412,win,0.41,"Synthetic ML row: reversal | harami_bullish | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00166,synthetic_candles,XAUUSD,30m,BUY,liquidity_sweep,london,bearish,low,3.43,28.53,2.47,71,1,1,0,0,pin_bar_bullish,bullish,81,neutral,candlestick,2026-01-03 02:40:00,2026-01-03 04:40:00,2313.66,2310.71,2317.29,2320.93,2316.81,win,1.07,"Synthetic ML row: liquidity_sweep | pin_bar_bullish | london | low news | win. Use for testing pipeline, not as real edge."
