trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_STARTER_00001,synthetic_starter,XAUUSD,30m,BUY,breakout,london,bullish,low,2.1,25.55,2.54,59,0,0,0,0,marubozu_bearish,bearish,29,usd_bearish,mt5_history,2026-01-01 09:23:00,2026-01-01 10:08:00,2309.86,2306.77,2313.79,2317.72,2317.53,win,2.48,"Synthetic ML row: breakout | marubozu_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00066,synthetic_starter,USDJPY,15m,BUY,trend_follow,new_york,sideways,high,1.15,13.32,1.57,82,1,1,0,0,evening_star,bearish,90,usd_bearish,blue_journal,2026-01-02 01:50:00,2026-01-02 05:50:00,154.192,154.111,154.255,154.319,154.36,win,2.08,"Synthetic ML row: trend_follow | evening_star | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00067,synthetic_starter,XAUUSD,15m,SELL,fvg_retest,overlap,sideways,medium,1.72,21.61,3.25,62,1,0,1,0,bearish_engulfing,bearish,31,neutral,mt5_history,2026-01-02 01:56:00,2026-01-02 02:41:00,2307.57,2309.74,2304.03,2300.49,2309.72,loss,-0.99,"Synthetic ML row: fvg_retest | bearish_engulfing | overlap | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00068,synthetic_starter,BTCUSD,5m,BUY,support_resistance,asia,sideways,medium,69.3,773.41,2.42,77,1,0,0,1,morning_star,bullish,66,neutral,candlestick,2026-01-02 02:11:00,2026-01-02 04:11:00,65677.84,64607.51,66972.95,68268.06,67347.57,win,1.56,"Synthetic ML row: support_resistance | morning_star | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00069,synthetic_starter,BTCUSD,5m,SELL,trend_follow,new_york,sideways,low,69.2,305.16,2.98,47,1,0,1,1,none,neutral,0,neutral,none,2026-01-02 02:21:00,2026-01-02 05:21:00,65007.1,65339.47,64511.86,64016.62,64681.37,win,0.98,"Synthetic ML row: trend_follow | none | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00070,synthetic_starter,USDJPY,15m,BUY,support_resistance,new_york,low_volatility,medium,1.55,19.88,2.98,89,1,0,0,0,tweezer_top,bearish,65,usd_bearish,mt5_history,2026-01-02 02:39:00,2026-01-02 03:39:00,160.338,160.062,160.748,161.159,160.602,win,0.96,"Synthetic ML row: support_resistance | tweezer_top | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00071,synthetic_starter,GBPUSD,1h,BUY,order_block_retest,london,low_volatility,low,2.13,20.68,1.73,63,1,1,1,1,inside_bar,neutral,94,neutral,price_action,2026-01-02 03:02:00,2026-01-02 04:32:00,1.30813,1.30573,1.3102,1.31227,1.31038,win,0.94,"Synthetic ML row: order_block_retest | inside_bar | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00072,synthetic_starter,EURUSD,15m,BUY,trend_follow,london,bearish,medium,1.75,17.71,1.31,86,0,0,1,0,bearish_engulfing,bearish,77,usd_bearish,price_action,2026-01-02 03:20:00,2026-01-02 03:35:00,1.11156,1.11037,1.11234,1.11311,1.11294,win,1.16,"Synthetic ML row: trend_follow | bearish_engulfing | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00073,synthetic_starter,BTCUSD,5m,BUY,reversal,overlap,high_volatility,low,14.55,463.31,2.73,66,0,1,1,0,bearish_engulfing,bearish,88,usd_bearish,mt5_history,2026-01-02 03:29:00,2026-01-02 04:59:00,63801.96,63482.23,64238.41,64674.85,63558.96,loss,-0.76,"Synthetic ML row: reversal | bearish_engulfing | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00074,synthetic_starter,EURUSD,30m,SELL,order_block_retest,new_york,bearish,low,1.06,9.26,2.08,51,1,1,0,1,marubozu_bearish,bearish,47,usd_bullish,smc_ict,2026-01-02 03:42:00,2026-01-02 04:42:00,1.08153,1.08229,1.08075,1.07997,1.08217,loss,-0.85,"Synthetic ML row: order_block_retest | marubozu_bearish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00075,synthetic_starter,GBPUSD,5m,SELL,breakout,london,bullish,low,1.17,9.0,3.73,63,1,0,1,1,three_black_crows,bearish,45,usd_bearish,booming_bulls_notes,2026-01-02 03:56:00,2026-01-02 06:56:00,1.29045,1.29165,1.28822,1.28598,1.28734,win,2.6,"Synthetic ML row: breakout | three_black_crows | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00076,synthetic_starter,BTCUSD,15m,BUY,support_resistance,new_york,sideways,medium,25.75,713.49,1.33,78,1,0,1,1,tweezer_top,bearish,34,usd_bearish,backtest,2026-01-02 04:28:00,2026-01-02 08:28:00,66203.9,65516.99,66660.69,67117.49,67577.72,win,2.0,"Synthetic ML row: support_resistance | tweezer_top | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00077,synthetic_starter,BTCUSD,1h,SELL,order_block_retest,new_york,sideways,medium,51.33,197.55,1.9,49,1,1,1,1,none,neutral,0,neutral,none,2026-01-02 04:20:00,2026-01-02 05:05:00,66036.73,66309.87,65777.24,65517.75,65911.08,win,0.46,"Synthetic ML row: order_block_retest | none | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00078,synthetic_starter,USDJPY,1h,SELL,breakout,london,bearish,high,1.97,19.36,3.22,64,0,1,0,0,harami_bullish,bullish,69,usd_bearish,candlestick,2026-01-02 04:37:00,2026-01-02 08:37:00,154.758,154.917,154.502,154.247,154.944,loss,-1.17,"Synthetic ML row: breakout | harami_bullish | london | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00079,synthetic_starter,XAUUSD,1h,BUY,trend_follow,new_york,high_volatility,high,2.23,9.19,2.2,79,1,0,1,1,doji,neutral,37,usd_bullish,price_action,2026-01-02 05:08:00,2026-01-02 07:08:00,2360.92,2359.8,2362.16,2363.39,2362.11,win,1.06,"Synthetic ML row: trend_follow | doji | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00080,synthetic_starter,GBPUSD,30m,BUY,range_rejection,overlap,bearish,high,1.72,16.45,0.95,67,1,1,1,0,inside_bar,neutral,32,neutral,booming_bulls_notes,2026-01-02 05:13:00,2026-01-02 05:58:00,1.25969,1.25846,1.26028,1.26086,1.25849,loss,-0.98,"Synthetic ML row: range_rejection | inside_bar | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00081,synthetic_starter,BTCUSD,15m,SELL,support_resistance,overlap,sideways,low,55.98,1118.34,3.51,50,1,0,0,0,bearish_engulfing,bearish,78,neutral,mt5_history,2026-01-02 05:17:00,2026-01-02 06:17:00,66188.14,67384.84,64087.93,61987.73,63902.44,win,1.91,"Synthetic ML row: support_resistance | bearish_engulfing | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00082,synthetic_starter,BTCUSD,1h,BUY,liquidity_sweep,london,bearish,high,59.3,888.96,2.07,60,1,1,1,1,doji,neutral,40,neutral,smc_ict,2026-01-02 05:41:00,2026-01-02 07:11:00,64070.09,63172.02,64999.6,65929.11,65426.18,win,1.51,"Synthetic ML row: liquidity_sweep | doji | london | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00083,synthetic_starter,USDJPY,5m,SELL,fvg_retest,new_york,sideways,medium,0.8,10.17,3.79,82,1,1,1,0,doji,neutral,65,neutral,backtest,2026-01-02 06:02:00,2026-01-02 08:02:00,153.926,154.054,153.683,153.441,153.548,win,2.95,"Synthetic ML row: fvg_retest | doji | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00084,synthetic_starter,USDJPY,15m,SELL,support_resistance,new_york,bullish,low,1.67,12.6,3.5,59,0,1,1,1,evening_star,bearish,92,usd_bullish,none,2026-01-02 06:11:00,2026-01-02 06:26:00,157.304,157.447,157.054,156.805,157.304,breakeven,0.0,"Synthetic ML row: support_resistance | evening_star | new_york | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00085,synthetic_starter,BTCUSD,1h,SELL,liquidity_sweep,asia,bearish,low,57.83,996.48,3.71,51,1,1,0,1,tweezer_top,bearish,93,usd_bullish,booming_bulls_notes,2026-01-02 06:27:00,2026-01-02 06:57:00,64504.9,65426.47,62795.4,61085.89,63445.1,win,1.15,"Synthetic ML row: liquidity_sweep | tweezer_top | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00086,synthetic_starter,BTCUSD,15m,BUY,liquidity_sweep,london,bullish,medium,59.79,236.82,3.51,86,1,1,0,1,hammer,bullish,73,usd_bearish,mt5_history,2026-01-02 06:59:00,2026-01-02 07:14:00,63946.09,63633.25,64495.13,65044.17,64127.54,win,0.58,"Synthetic ML row: liquidity_sweep | hammer | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00087,synthetic_starter,BTCUSD,30m,SELL,liquidity_sweep,asia,high_volatility,low,60.46,568.21,1.05,55,1,1,1,1,evening_star,bearish,27,neutral,backtest,2026-01-02 07:08:00,2026-01-02 07:53:00,66132.94,66787.21,65789.45,65445.96,65360.91,win,1.18,"Synthetic ML row: liquidity_sweep | evening_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00088,synthetic_starter,XAUUSD,5m,SELL,range_rejection,asia,bullish,low,2.63,13.01,2.67,69,1,0,0,0,outside_bar,neutral,59,usd_bullish,none,2026-01-02 07:02:00,2026-01-02 08:32:00,2301.25,2302.77,2299.21,2297.18,2299.66,win,1.04,"Synthetic ML row: range_rejection | outside_bar | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00089,synthetic_starter,EURUSD,30m,SELL,support_resistance,london,low_volatility,low,1.03,5.34,1.93,50,0,0,0,0,piercing_line,bullish,38,neutral,booming_bulls_notes,2026-01-02 07:38:00,2026-01-02 08:38:00,1.08968,1.09008,1.08931,1.08893,1.09014,loss,-1.17,"Synthetic ML row: support_resistance | piercing_line | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00090,synthetic_starter,USDJPY,15m,BUY,reversal,london,bullish,low,1.61,13.93,2.77,74,0,1,0,1,three_white_soldiers,bullish,78,usd_bullish,booming_bulls_notes,2026-01-02 07:56:00,2026-01-02 10:56:00,159.05,158.93,159.216,159.383,159.047,breakeven,-0.02,"Synthetic ML row: reversal | three_white_soldiers | london | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00091,synthetic_starter,GBPUSD,15m,SELL,support_resistance,london,sideways,medium,1.56,11.12,2.0,95,1,0,1,0,outside_bar,neutral,75,usd_bearish,candlestick,2026-01-02 08:02:00,2026-01-02 08:17:00,1.30965,1.31073,1.30858,1.3075,1.30853,win,1.04,"Synthetic ML row: support_resistance | outside_bar | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00092,synthetic_starter,EURUSD,30m,SELL,range_rejection,overlap,high_volatility,low,1.53,5.96,3.97,75,1,0,1,1,harami_bullish,bullish,42,neutral,blue_journal,2026-01-02 08:17:00,2026-01-02 08:32:00,1.10393,1.10445,1.10288,1.10183,1.10232,win,3.04,"Synthetic ML row: range_rejection | harami_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00093,synthetic_starter,BTCUSD,5m,BUY,liquidity_sweep,new_york,bearish,medium,29.59,686.21,2.46,82,1,1,0,0,marubozu_bearish,bearish,67,neutral,mt5_history,2026-01-02 08:19:00,2026-01-02 10:19:00,66941.04,66264.29,67773.45,68605.85,68321.61,win,2.04,"Synthetic ML row: liquidity_sweep | marubozu_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00094,synthetic_starter,GBPUSD,5m,SELL,order_block_retest,asia,bullish,high,1.78,14.69,1.01,47,1,0,0,1,outside_bar,neutral,51,neutral,blue_journal,2026-01-02 08:55:00,2026-01-02 09:40:00,1.30789,1.30964,1.307,1.30612,1.30365,win,2.42,"Synthetic ML row: order_block_retest | outside_bar | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00095,synthetic_starter,BTCUSD,15m,BUY,range_rejection,london,bearish,low,25.42,771.81,2.04,90,1,0,0,1,hanging_man,bearish,48,usd_bullish,candlestick,2026-01-02 09:02:00,2026-01-02 09:47:00,64476.59,63891.82,65073.06,65669.52,64804.06,win,0.56,"Synthetic ML row: range_rejection | hanging_man | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00096,synthetic_starter,XAUUSD,1h,SELL,range_rejection,new_york,sideways,medium,3.9,32.8,2.69,88,1,0,0,1,marubozu_bearish,bearish,69,usd_bullish,price_action,2026-01-02 09:22:00,2026-01-02 10:07:00,2351.53,2354.59,2347.4,2343.28,2350.18,win,0.44,"Synthetic ML row: range_rejection | marubozu_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00097,synthetic_starter,EURUSD,1h,SELL,reversal,london,sideways,medium,1.63,17.37,2.35,57,0,0,1,1,marubozu_bullish,bullish,87,usd_bearish,candlestick,2026-01-02 09:29:00,2026-01-02 13:29:00,1.06334,1.06517,1.06119,1.05904,1.0655,loss,-1.18,"Synthetic ML row: reversal | marubozu_bullish | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00098,synthetic_starter,EURUSD,5m,SELL,support_resistance,london,bullish,low,1.79,12.05,3.22,93,1,1,0,0,marubozu_bearish,bearish,95,neutral,blue_journal,2026-01-02 09:56:00,2026-01-02 10:56:00,1.07183,1.07352,1.06912,1.0664,1.06944,win,1.42,"Synthetic ML row: support_resistance | marubozu_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00099,synthetic_starter,USDJPY,30m,SELL,breakout,overlap,high_volatility,low,1.7,19.02,3.38,81,1,1,0,1,pin_bar_bullish,bullish,69,usd_bearish,smc_ict,2026-01-02 09:53:00,2026-01-02 10:23:00,152.785,153.013,152.399,152.013,152.52,win,1.16,"Synthetic ML row: breakout | pin_bar_bullish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00100,synthetic_starter,USDJPY,30m,BUY,trend_follow,overlap,high_volatility,low,0.98,12.63,2.25,85,1,1,0,0,morning_star,bullish,56,usd_bullish,backtest,2026-01-02 10:11:00,2026-01-02 14:11:00,160.42,160.311,160.542,160.665,160.702,win,2.59,"Synthetic ML row: trend_follow | morning_star | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00101,synthetic_starter,XAUUSD,1h,BUY,range_rejection,new_york,high_volatility,medium,1.89,31.02,3.32,88,1,0,0,0,doji,neutral,52,usd_bullish,mt5_history,2026-01-02 10:20:00,2026-01-02 14:20:00,2343.87,2339.55,2351.04,2358.22,2344.26,breakeven,0.09,"Synthetic ML row: range_rejection | doji | new_york | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00102,synthetic_starter,USDJPY,15m,BUY,order_block_retest,overlap,high_volatility,low,0.67,16.01,3.12,93,0,1,1,1,hammer,bullish,57,usd_bullish,backtest,2026-01-02 10:45:00,2026-01-02 11:15:00,152.758,152.633,152.953,153.148,152.808,win,0.4,"Synthetic ML row: order_block_retest | hammer | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00103,synthetic_starter,USDJPY,5m,BUY,range_rejection,new_york,low_volatility,medium,1.04,20.1,1.24,94,0,0,1,0,harami_bearish,bearish,86,usd_bullish,candlestick,2026-01-02 10:59:00,2026-01-02 12:59:00,158.285,158.063,158.422,158.559,158.734,win,2.03,"Synthetic ML row: range_rejection | harami_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00104,synthetic_starter,EURUSD,1h,SELL,breakout,overlap,bullish,low,0.61,12.19,2.72,83,1,0,0,0,marubozu_bearish,bearish,69,usd_bearish,mt5_history,2026-01-02 11:28:00,2026-01-02 12:58:00,1.06582,1.06715,1.06402,1.06223,1.06176,win,3.07,"Synthetic ML row: breakout | marubozu_bearish | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00105,synthetic_starter,EURUSD,30m,SELL,trend_follow,new_york,sideways,medium,0.52,9.69,1.81,69,0,1,0,1,tweezer_bottom,bullish,39,neutral,mt5_history,2026-01-02 11:17:00,2026-01-02 11:32:00,1.06952,1.07013,1.06896,1.06841,1.06986,loss,-0.55,"Synthetic ML row: trend_follow | tweezer_bottom | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00106,synthetic_starter,XAUUSD,30m,SELL,range_rejection,new_york,bearish,low,1.97,16.82,2.68,93,0,0,1,1,hammer,bullish,60,neutral,candlestick,2026-01-02 12:00:00,2026-01-02 13:00:00,2287.66,2288.79,2286.16,2284.65,2284.86,win,2.49,"Synthetic ML row: range_rejection | hammer | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00107,synthetic_starter,USDJPY,1h,BUY,reversal,new_york,sideways,low,1.7,17.53,1.33,53,1,0,1,0,shooting_star,bearish,42,neutral,none,2026-01-02 11:58:00,2026-01-02 13:28:00,156.424,156.282,156.518,156.612,156.35,loss,-0.52,"Synthetic ML row: reversal | shooting_star | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00108,synthetic_starter,BTCUSD,1h,BUY,reversal,london,bearish,low,62.37,152.7,3.55,45,1,1,1,0,piercing_line,bullish,57,usd_bullish,candlestick,2026-01-02 12:30:00,2026-01-02 12:45:00,65206.17,65002.9,65566.97,65927.77,65397.24,win,0.94,"Synthetic ML row: reversal | piercing_line | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00109,synthetic_starter,USDJPY,30m,BUY,breakout,london,bearish,high,1.97,21.27,1.02,74,1,1,0,1,marubozu_bearish,bearish,40,usd_bearish,backtest,2026-01-02 12:33:00,2026-01-02 14:03:00,158.445,158.276,158.531,158.618,158.638,win,1.14,"Synthetic ML row: breakout | marubozu_bearish | london | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00110,synthetic_starter,GBPUSD,15m,SELL,reversal,new_york,sideways,low,2.13,7.02,2.9,92,0,0,1,1,bullish_engulfing,bullish,28,neutral,mt5_history,2026-01-02 13:00:00,2026-01-02 13:15:00,1.31115,1.31179,1.31022,1.3093,1.31052,win,0.98,"Synthetic ML row: reversal | bullish_engulfing | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00111,synthetic_starter,GBPUSD,5m,BUY,fvg_retest,overlap,bearish,high,1.59,8.06,2.92,53,1,1,1,0,three_black_crows,bearish,37,usd_bullish,price_action,2026-01-02 12:53:00,2026-01-02 13:53:00,1.24246,1.24185,1.24336,1.24426,1.24184,loss,-1.02,"Synthetic ML row: fvg_retest | three_black_crows | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00112,synthetic_starter,BTCUSD,15m,BUY,breakout,asia,bearish,low,66.92,469.43,3.06,83,1,0,1,0,marubozu_bullish,bullish,51,usd_bullish,backtest,2026-01-02 13:07:00,2026-01-02 15:07:00,64595.35,64295.31,65054.42,65513.48,64871.39,win,0.92,"Synthetic ML row: breakout | marubozu_bullish | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00113,synthetic_starter,GBPUSD,15m,SELL,trend_follow,asia,bearish,low,2.17,9.22,3.44,68,1,0,0,1,shooting_star,bearish,38,neutral,blue_journal,2026-01-02 13:17:00,2026-01-02 14:17:00,1.30579,1.30667,1.30428,1.30276,1.30323,win,2.91,"Synthetic ML row: trend_follow | shooting_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00114,synthetic_starter,EURUSD,30m,BUY,range_rejection,asia,bullish,high,1.68,8.57,2.23,54,1,0,0,0,none,neutral,0,usd_bullish,mt5_history,2026-01-02 13:58:00,2026-01-02 17:58:00,1.05642,1.05571,1.05721,1.05799,1.05571,loss,-1.0,"Synthetic ML row: range_rejection | none | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00115,synthetic_starter,EURUSD,15m,SELL,liquidity_sweep,new_york,bullish,medium,1.15,10.05,1.38,65,1,1,0,1,dark_cloud_cover,bearish,86,neutral,backtest,2026-01-02 14:01:00,2026-01-02 16:01:00,1.10237,1.10378,1.1014,1.10043,1.10223,breakeven,0.1,"Synthetic ML row: liquidity_sweep | dark_cloud_cover | new_york | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00116,synthetic_starter,EURUSD,15m,BUY,liquidity_sweep,new_york,high_volatility,low,0.81,9.13,3.16,67,1,1,1,0,pin_bar_bullish,bullish,70,neutral,mt5_history,2026-01-02 14:18:00,2026-01-02 15:18:00,1.10692,1.10578,1.10872,1.11052,1.10921,win,2.01,"Synthetic ML row: liquidity_sweep | pin_bar_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00117,synthetic_starter,USDJPY,15m,SELL,trend_follow,london,bullish,low,0.85,18.84,3.58,48,0,1,1,0,bullish_engulfing,bullish,25,usd_bullish,blue_journal,2026-01-02 14:45:00,2026-01-02 15:15:00,155.015,155.27,154.559,154.102,154.487,win,2.07,"Synthetic ML row: trend_follow | bullish_engulfing | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00118,synthetic_starter,USDJPY,30m,BUY,range_rejection,london,bullish,low,1.7,9.57,2.68,56,0,1,1,1,hanging_man,bearish,65,usd_bearish,blue_journal,2026-01-02 14:30:00,2026-01-02 17:30:00,159.487,159.371,159.643,159.799,159.597,win,0.94,"Synthetic ML row: range_rejection | hanging_man | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00119,synthetic_starter,BTCUSD,15m,BUY,trend_follow,new_york,low_volatility,high,23.42,1079.59,1.08,90,0,1,0,1,hanging_man,bearish,88,neutral,price_action,2026-01-02 14:56:00,2026-01-02 16:26:00,66119.38,64849.42,66805.15,67490.93,65128.81,loss,-0.78,"Synthetic ML row: trend_follow | hanging_man | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00120,synthetic_starter,XAUUSD,1h,SELL,support_resistance,new_york,high_volatility,high,3.77,14.09,2.24,47,1,1,1,0,dark_cloud_cover,bearish,94,usd_bearish,backtest,2026-01-02 15:05:00,2026-01-02 18:05:00,2302.19,2303.32,2300.92,2299.65,2301.72,win,0.41,"Synthetic ML row: support_resistance | dark_cloud_cover | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00121,synthetic_starter,XAUUSD,1h,SELL,range_rejection,new_york,sideways,low,4.28,22.58,2.91,64,0,1,0,0,evening_star,bearish,37,usd_bullish,none,2026-01-02 15:28:00,2026-01-02 15:58:00,2321.03,2323.58,2317.32,2313.61,2319.83,win,0.47,"Synthetic ML row: range_rejection | evening_star | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00122,synthetic_starter,BTCUSD,15m,SELL,breakout,asia,sideways,low,55.65,556.9,1.99,69,1,0,1,0,tweezer_bottom,bullish,64,usd_bearish,price_action,2026-01-02 15:38:00,2026-01-02 16:38:00,66314.61,66900.13,65732.01,65149.42,66320.46,breakeven,-0.01,"Synthetic ML row: breakout | tweezer_bottom | asia | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00123,synthetic_starter,EURUSD,5m,BUY,trend_follow,new_york,bearish,medium,1.12,16.46,2.32,50,1,0,0,1,marubozu_bullish,bullish,74,usd_bearish,none,2026-01-02 16:04:00,2026-01-02 16:49:00,1.06028,1.0583,1.06258,1.06488,1.06625,win,3.01,"Synthetic ML row: trend_follow | marubozu_bullish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00124,synthetic_starter,EURUSD,15m,BUY,range_rejection,new_york,bearish,low,1.22,12.18,3.54,78,0,1,1,0,doji,neutral,58,usd_bearish,candlestick,2026-01-02 16:18:00,2026-01-02 19:18:00,1.05977,1.0589,1.06133,1.06288,1.05981,breakeven,0.04,"Synthetic ML row: range_rejection | doji | new_york | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00125,synthetic_starter,BTCUSD,5m,BUY,fvg_retest,new_york,bearish,low,23.71,573.12,2.78,88,1,1,1,0,three_white_soldiers,bullish,74,neutral,booming_bulls_notes,2026-01-02 16:44:00,2026-01-02 18:14:00,66548.42,66195.27,67039.3,67530.18,66742.65,win,0.55,"Synthetic ML row: fvg_retest | three_white_soldiers | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00126,synthetic_starter,GBPUSD,30m,SELL,trend_follow,overlap,sideways,high,0.83,14.51,3.72,71,1,0,1,1,morning_star,bullish,81,neutral,booming_bulls_notes,2026-01-02 16:46:00,2026-01-02 17:31:00,1.24177,1.24346,1.23862,1.23547,1.23963,win,1.26,"Synthetic ML row: trend_follow | morning_star | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00127,synthetic_starter,USDJPY,5m,BUY,liquidity_sweep,asia,bullish,high,1.12,13.43,2.07,52,0,1,0,0,pin_bar_bullish,bullish,83,neutral,none,2026-01-02 16:56:00,2026-01-02 18:56:00,153.046,152.87,153.229,153.412,152.836,loss,-1.19,"Synthetic ML row: liquidity_sweep | pin_bar_bullish | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00128,synthetic_starter,XAUUSD,5m,SELL,trend_follow,london,sideways,low,3.8,8.24,3.72,86,0,0,0,1,pin_bar_bullish,bullish,51,usd_bullish,smc_ict,2026-01-02 17:25:00,2026-01-02 18:55:00,2380.0,2381.14,2377.88,2375.76,2380.05,breakeven,-0.05,"Synthetic ML row: trend_follow | pin_bar_bullish | london | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00129,synthetic_starter,GBPUSD,1h,SELL,order_block_retest,overlap,bullish,low,1.96,16.54,2.7,63,0,1,1,1,harami_bullish,bullish,38,usd_bearish,mt5_history,2026-01-02 17:23:00,2026-01-02 18:53:00,1.25116,1.25284,1.2489,1.24663,1.25277,loss,-0.96,"Synthetic ML row: order_block_retest | harami_bullish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00130,synthetic_starter,EURUSD,1h,BUY,support_resistance,new_york,sideways,medium,1.56,9.46,3.08,88,1,1,1,1,inside_bar,neutral,78,neutral,booming_bulls_notes,2026-01-02 17:39:00,2026-01-02 18:24:00,1.10718,1.10594,1.10907,1.11097,1.11022,win,2.47,"Synthetic ML row: support_resistance | inside_bar | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00131,synthetic_starter,EURUSD,5m,SELL,reversal,london,sideways,medium,1.65,9.83,2.67,74,0,0,1,0,harami_bullish,bullish,36,usd_bullish,backtest,2026-01-02 17:51:00,2026-01-02 18:21:00,1.10892,1.10981,1.10774,1.10655,1.10937,loss,-0.5,"Synthetic ML row: reversal | harami_bullish | london | medium news | loss. Use for testing pipeline, not as real edge."
